,code_id,period_id,timestamp,end_timestamp,code,Half,02. Situation Type,04. Rating,03. Outcomes,00. Start Phase,01. Phase
309,310,1,5594.705321315425,5653.472486565757,O2 Build Up,2nd Half,O2 Free Kick,Neutral,Stay In Phase,O2 Build Up,
310,311,1,5654.639231107758,5677.170590482425,O2 Build Up,2nd Half,O2 Throw-In,Successful,Progress to Next Phase,O2 Build Up,
311,312,1,5658.003814399091,5688.70330406609,O3 Break Through,2nd Half,Central Play Infront of Backline,Successful,"Cross, Shot, Set-Piece or Box Entry",O3 Break Through,Established Play
312,313,1,5669.506305482091,5694.039754148758,O4 Finishing,2nd Half,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",O4 Finishing,Established Play
313,314,1,5695.969783774091,5722.30342210709,D3 Middle / Lower Pressing,2nd Half,D3 Goal Kick or Free Kick,Successful,Direct to O3/O4 OFF Transit,,
314,315,1,5703.273153815759,5738.536795398759,O3 Break Through,2nd Half,D3 Win Ball Low/Middle,Unsuccessful,Ball Loss --> D4 Defend The Box,O3 Break Through,Transition
315,316,1,5724.205390565756,5743.0036669404235,D4 Defending the Box,2nd Half,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",,Transition
316,317,1,5744.3402853570915,5776.271295107092,D4 Defending the Box,2nd Half,Long Throw,Neutral,"Cross, Shot, Set-Piece or Box Entry",,Throw In
317,318,1,5760.539955815759,5771.539955815759,def throw,2nd Half,,,,,
318,319,1,5775.4736656487585,5809.607355399423,O1 Play from the Back,2nd Half,O1 Throw-In,Successful,Progress to Next Phase,O1 Play from the Back,
319,320,1,5807.172167440758,5843.7068120660915,O4 Finishing,2nd Half,Back Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",O4 Finishing,Lateral Free Kick
320,321,1,5827.374306524091,5884.771617690758,O4 Finishing,2nd Half,Front Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",O4 Finishing,Corner Kick
321,322,1,5831.038823565757,5842.038823565757,off free kick,2nd Half,,,,,
322,323,1,5857.371471816092,5874.371471816092,off corner,2nd Half,,,,,
