,code_id,period_id,timestamp,end_timestamp,code,Half,Opponent,02. Situation Type,04. Rating,03. Outcomes,Time Period,01. Phase,00. Start Phase,<flag>New Flag
274,275,1,4971.755147092652,5004.428684206987,D3 Middle / Lower Pressing,2nd Half,AaB,D3 Press on Throw-In,Successful,Direct to O3/O4 OFF Transit,,,,
275,276,1,4985.322140771985,5012.501339224984,O3 Break Through,2nd Half,AaB,D3 Win Ball Low/Middle,Unsuccessful,Ball Loss --> D3 Press,,Transition,O3 Break Through,
276,277,1,5012.963015183317,5037.421588072319,D3 High Pressing,2nd Half,AaB,D3 Goal Kick or Free Kick,Unsuccessful,D4 Chance,,,,
277,278,1,5022.324152155652,5044.226961722983,D4 Defending the Box,2nd Half,AaB,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",,Established Play,,
278,279,1,5046.100119510652,5068.792167496651,O1 Play from the Back,2nd Half,AaB,O1 Goal Kick or Free Kick,Successful,Progress to O3-O4,,,O1 Play from the Back,
279,280,1,5049.926421581986,5078.098701938986,O3 Break Through,2nd Half,AaB,1v1 Wide / Halfspace,Successful,"Cross, Shot, Set-Piece or Box Entry",,Established Play,O3 Break Through,True
280,281,1,5083.786916963651,5123.197344229986,O4 Finishing,2nd Half,AaB,Front Area,,,,Lateral Free Kick,O4 Finishing,
281,282,1,5112.773282049651,5123.773282049651,off free kick,2nd Half,AaB,Front Area,Successful,Open Chance,,,,
282,283,1,5114.748334915106,5121.5450361192425,Ndividual,,AaB,,,,,,,True
283,284,1,5114.968546833732,5153.432471086786,Goal FCN,2nd Half,AaB,Lateral Free Kick,,,,,,
284,285,1,5115.912176870748,5136.912176870748,off corner,,AaB,,,,,,,
285,286,1,5179.96406763632,5237.765084888317,D3 Middle / Lower Pressing,2nd Half,AaB,D3 Goal Kick or Free Kick,Neutral,Stay In Phase,,,,
286,287,1,5236.163326774317,5334.2298364936505,D3 Middle / Lower Pressing,2nd Half,AaB,D3 From High to Med/Low,Successful,"Intercept. -> Estab. (O1, O2, O3)",,,,
287,288,1,5333.094407568651,5359.925348081319,O3 Break Through,2nd Half,AaB,Central Play Infront of Backline,Successful,"Cross, Shot, Set-Piece or Box Entry",,Established Play,O3 Break Through,
288,289,1,5336.1587867659855,5350.652763294652,O1 Play from the Back,2nd Half,AaB,O1 Goal Kick or Free Kick,Successful,Progress to O3-O4,,,O1 Play from the Back,
289,290,1,5340.763979905652,5363.7986646309855,O4 Finishing,2nd Half,AaB,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",,Established Play,O4 Finishing,
290,291,1,5363.164769717985,5378.020112821318,D3 Middle / Lower Pressing,2nd Half,AaB,D3 Goal Kick or Free Kick,Successful,"Intercept. -> Estab. (O1, O2, O3)",,,,
291,292,1,5376.299455341317,5399.694118894986,O2 Build Up,2nd Half,AaB,O2 Free Kick,Unsuccessful,Ball Loss --> D3 Press,,,O2 Build Up,
292,293,1,5392.618005500652,5405.132260209319,D2 Finding Balance,2nd Half,AaB,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",,,,
293,294,1,5402.624025202653,5430.454080133985,O3 Break Through,2nd Half,AaB,,Successful,"Cross, Shot, Set-Piece or Box Entry",,Established Play,O3 Break Through,
294,295,1,5406.293925410986,5421.498832276651,O1 Play from the Back,2nd Half,AaB,O1 After Regain,Successful,Progress to O3-O4,,,O1 Play from the Back,
295,296,1,5468.784252157318,5507.752590720651,O4 Finishing,2nd Half,AaB,Front Area,,,,Lateral Free Kick,O4 Finishing,
296,297,1,5501.37114487932,5512.37114487932,off free kick,2nd Half,AaB,D3 Goal Kick or Free Kick,Neutral,"Cross, Shot, Set-Piece or Box Entry",,,,
297,298,1,5507.597197973651,5526.496561642318,D3 High Pressing,2nd Half,AaB,D3 Goal Kick or Free Kick,Neutral,Stay In Phase,,,,
298,299,1,5532.89460018665,5557.826441459985,D3 Middle / Lower Pressing,2nd Half,AaB,D3 Press on Throw-In,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",,,,
299,300,1,5541.436024858658,5603.819381473877,Goal FCN,2nd Half,AaB,Transition,Successful,Chance,,Transition,,
300,301,1,5542.919293896652,5561.8601180009855,D4 Defending the Box,2nd Half,AaB,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",,Established Play,,
301,302,1,5550.819204101985,5582.497055637987,O3 Break Through,2nd Half,AaB,D3 Win Ball Low/Middle,Successful,Lead to O4 chance,,Transition,O3 Break Through,
302,303,1,5560.386620606319,5569.923189339318,D3 Middle / Lower Pressing,2nd Half,AaB,After Ball Loss,Successful,Direct to O3/O4 OFF Transit,,,,
303,304,1,5563.654977563653,5587.884276133653,O4 Finishing,2nd Half,AaB,Pass Infront of Backline,,Chance,,Transition,O4 Finishing,
304,305,1,5613.884944058365,5620.867139557086,Ndividual,,AaB,,,,,,,True
305,306,1,5622.117777803319,5647.189756666983,O3 Break Through,2nd Half,AaB,D3 Win Ball Low/Middle,Successful,"Cross, Shot, Set-Piece or Box Entry",,Transition,O3 Break Through,
306,307,1,5626.563720894652,5640.823561260651,D3 Middle / Lower Pressing,2nd Half,AaB,D3 Goal Kick or Free Kick,Successful,Direct to O3/O4 OFF Transit,,,,
307,308,1,5646.22230195432,5687.421220437653,O4 Finishing,2nd Half,AaB,Back Area,Unsuccessful,Intercepted by Defence,,Corner Kick,O4 Finishing,
308,309,1,5676.369879424985,5687.369879424985,off corner,2nd Half,AaB,Back Area,,,,,,
309,310,1,5692.535671544652,5712.535671544652,Ndividual,2nd Half,AaB,,,,,,,
310,311,1,5695.85274616232,5707.696829527319,D3 Middle / Lower Pressing,2nd Half,AaB,D3 Goal Kick or Free Kick,Successful,"Intercept. -> Estab. (O1, O2, O3)",,,,
311,312,1,5696.984162176985,5723.999550805652,O3 Break Through,2nd Half,AaB,Central Play Infront of Backline,Successful,"Cross, Shot, Set-Piece or Box Entry",,Established Play,O3 Break Through,
312,313,1,5704.858702862319,5727.895502687652,O4 Finishing,2nd Half,AaB,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",,Established Play,O4 Finishing,
313,314,1,5705.462477019319,5715.888788073319,O2 Build Up,2nd Half,AaB,O2 After Regain,Successful,Progress to Next Phase,,,O2 Build Up,
314,315,1,5720.058648616317,5733.854877315319,D1 Counterpress,2nd Half,AaB,After O3/O4,Neutral,Establishing Pressing,,,,
315,316,1,5736.917759835317,5750.3931984783185,D3 Middle / Lower Pressing,2nd Half,AaB,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",,,,
316,317,1,5748.790535383985,5760.582704791652,O1 Play from the Back,2nd Half,AaB,O1 After Regain,Unsuccessful,Ball Loss --> D3 Press,,,O1 Play from the Back,
317,318,1,5759.828322149985,5800.24852603332,D3 Middle / Lower Pressing,2nd Half,AaB,After Ball Loss,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",,,,
318,319,1,5785.22215461932,5804.489717598985,D4 Defending the Box,2nd Half,AaB,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",,Established Play,,
319,320,1,5802.695756334984,5824.8501284946515,D3 Middle / Lower Pressing,2nd Half,AaB,After Ball Loss,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",,,,
320,321,1,5809.822831217318,5829.363546977318,D4 Defending the Box,2nd Half,AaB,Chipball,Successful,OFF Transition,,Established Play,,True
321,322,1,5810.4489762866515,5841.422297184987,O3 Break Through,2nd Half,AaB,After D4 Def. Box,Neutral,Keep The Ball,,Transition,O3 Break Through,
322,323,1,5839.692726062318,5872.556696919319,O2 Build Up,2nd Half,AaB,O3 to O2,Neutral,Stay In Phase,,,O2 Build Up,
323,324,1,5870.386844957318,5878.650095328653,O1 Play from the Back,2nd Half,AaB,O2 to O1,Unsuccessful,Ball Loss --> D3 Press,,,O1 Play from the Back,
324,325,1,5877.648627717319,5908.1501038813185,D3 Middle / Lower Pressing,2nd Half,AaB,D3 Goal Kick or Free Kick,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",,,,
325,326,1,5900.848833954985,5935.690475036319,D4 Defending the Box,2nd Half,AaB,Central Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",,Corner Kick,,
326,327,1,5921.834700228651,5932.834700228651,def corner,2nd Half,AaB,Central Area,,,,,,
327,328,1,5933.993738290317,5948.029828045318,D3 Middle / Lower Pressing,2nd Half,AaB,After Ball Loss,Neutral,Stay In Phase,,,,
