,code_id,period_id,timestamp,end_timestamp,code,Half,00. Start Phase,02. Situation Type,04. Rating,03. Outcomes,Time Period,<flag>New Flag,01. Phase
326,327,1,5443.497872796239,5493.964601004239,O4 Finishing,2nd Half,O4 Finishing,Front Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,,Corner Kick
327,328,1,5477.995645104817,5489.464204837241,off corner,2nd Half,,,,,,True,
328,329,1,5482.3659196289045,5508.768582462239,O4 Finishing,2nd Half,O4 Finishing,Long Throw,Unsuccessful,Intercepted by Defence,76 - 90 min,,Throw In
329,330,1,5514.30072567124,5539.86660700424,D3 Middle / Lower Pressing,2nd Half,,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,
330,331,1,5537.935330462906,5612.235671712238,O2 Build Up,2nd Half,O2 Build Up,O2 Throw-In,Successful,Progress to Next Phase,90+ min,,
331,332,1,5590.733544444444,5610.733544444444,Ndividual,,,,,,,True,
332,333,1,5593.135246378906,5618.902459003906,O3 Break Through,2nd Half,O3 Break Through,Wide Link Up Play,Successful,"Cross, Shot, Set-Piece or Box Entry",90+ min,,Established Play
333,334,1,5610.701787045908,5650.835884003906,O4 Finishing,2nd Half,O4 Finishing,Central Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,,Corner Kick
334,335,1,5633.885755210834,5649.377040821556,off corner,2nd Half,,,,,,True,
335,336,1,5654.868809212238,5676.9664332545735,O2 Build Up,2nd Half,O2 Build Up,O2 Throw-In,Successful,Progress to Next Phase,90+ min,,
336,337,1,5657.801182046238,5685.502639962573,O3 Break Through,2nd Half,O3 Break Through,1v1 Wide / Halfspace,Successful,"Cross, Shot, Set-Piece or Box Entry",90+ min,,Established Play
337,338,1,5666.20279679624,5689.401312879239,O4 Finishing,2nd Half,O4 Finishing,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,,Established Play
338,339,1,5687.7676960462395,5704.601376045906,O2 Build Up,2nd Half,O2 Build Up,O2 Throw-In,Unsuccessful,Ball Loss --> D3 Press,90+ min,,
339,340,1,5731.79954558724,5760.634683295571,D3 Middle / Lower Pressing,2nd Half,,D3 Goal Kick or Free Kick,Neutral,Stay In Phase,90+ min,,
340,341,1,5772.81487867124,5786.001973628906,D3 Middle / Lower Pressing,2nd Half,,D3 Press on Throw-In,Neutral,Stay In Phase,90+ min,,
