,code_id,period_id,timestamp,end_timestamp,code,00. Start Phase,02. Situation Type,03. Outcomes,04. Rating,Time Period,Opponent,<flag>New Flag,Half,01. Phase
332,333,1,5410.391212756996,5428.978575256999,D4 Defending the Box,,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Randers,,,Established Play
333,334,1,5429.982968439999,5445.98343605,D3 Middle / Lower Pressing,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,Randers,,,
334,335,1,5439.089595597,5458.084219707,D4 Defending the Box,,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Randers,,,Transition
335,336,1,5440.191395513998,5453.490565382,O1 Play from the Back,O1 Play from the Back,O1 After Regain,Ball Loss --> D4 Defend The Box,Unsuccessful,76 - 90 min,Randers,,,
336,337,1,5457.294189363999,5478.4861263110015,D3 Middle / Lower Pressing,,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,76 - 90 min,Randers,,,
337,338,1,5464.577940754998,5485.788249514997,D4 Defending the Box,,Pass Infront of Backline,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Randers,,,Established Play
338,339,1,5472.788661955142,5495.788661955142,Goal FCN,,Transition,,,,Randers,,,
339,340,1,5477.786177570999,5504.784436971996,O3 Break Through,O3 Break Through,D3 Win Ball Low/Middle,Lead to O4 chance,Successful,76 - 90 min,Randers,,,Transition
340,341,1,5483.977668910999,5496.787984092995,D3 Middle / Lower Pressing,,D3 Press on Throw-In,Direct to O3/O4 OFF Transit,Successful,76 - 90 min,Randers,,,
341,342,1,5486.692983460999,5515.885996708999,O4 Finishing,O4 Finishing,1v1,Chance,Successful,76 - 90 min,Randers,,,Transition
342,343,1,5547.086199428999,5566.292806922999,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,Randers,,,
343,344,1,5547.687809723,5589.685837637998,O3 Break Through,O3 Break Through,After D4 Def. Box,"Cross, Shot, Set-Piece or Box Entry",Successful,90+ min,Randers,,,Transition
344,345,1,5551.888967771998,5565.393251068,D4 Defending the Box,,Chipball,OFF Transition,Successful,90+ min,Randers,,,Established Play
345,346,1,5570.482953227998,5593.694558590996,O4 Finishing,O4 Finishing,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,Randers,,,Transition
346,347,1,5580.1844967239995,5597.628311426999,D2 Finding Balance,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,90+ min,Randers,,,
347,348,1,5595.789684377995,5626.789596411997,O2 Build Up,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,90+ min,Randers,,,
348,349,1,5626.078192335996,5645.992211015999,D3 Middle / Lower Pressing,,D3 Press on Throw-In,Direct to O3/O4 OFF Transit,Successful,90+ min,Randers,,,
349,350,1,5627.181704326999,5665.889492682001,O3 Break Through,O3 Break Through,D3 Win Ball Low/Middle,Ball Loss --> D3 Press,Unsuccessful,90+ min,Randers,,,Transition
350,351,1,5663.890016504,5682.887083302995,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,90+ min,Randers,,,
351,352,1,5684.7830802319995,5699.887698306998,O1 Play from the Back,O1 Play from the Back,O1 After Regain,Progress to Next Phase,Successful,90+ min,Randers,,,
352,353,1,5697.893869098,5719.492267637999,O2 Build Up,O2 Build Up,O1 to O2,Stay In Phase,Neutral,90+ min,Randers,,,
353,354,1,5716.786769555999,5743.591225164001,O3 Break Through,O3 Break Through,Short Throw-In,Ball Loss --> D3 Press,Unsuccessful,90+ min,Randers,,,Throw In
354,355,1,5729.378673203999,5757.284624506995,O3 Break Through,O3 Break Through,Transition After CP,Ball Loss --> D3 Press,Unsuccessful,90+ min,Randers,,,Transition
355,356,1,5734.584873714998,5750.532227061998,D1 Counterpress,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,90+ min,Randers,,,
356,357,1,5758.785944584997,5776.388407461001,D3 High Pressing,,D3 Press on Throw-In,Stay In Phase,Neutral,90+ min,Randers,,,
357,358,1,5774.080588226997,5790.1917628169995,D3 Middle / Lower Pressing,,D3 From High to Med/Low,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,Randers,,,
358,359,1,5774.989445009,5795.991557954997,D4 Defending the Box,,Chipball,Intercepted by Defence,Successful,90+ min,Randers,,,Established Play
359,360,1,5817.093375061998,5830.9790444679975,O2 Build Up,O2 Build Up,O2 Free Kick,Progress to O4,Successful,90+ min,Randers,,,
