,code_id,period_id,timestamp,end_timestamp,code,00. Start Phase,01. Phase,02. Situation Type,Half,03. Outcomes,04. Rating,Time Period,<flag>New Flag,Opponent
352,353,1,5615.374000398,5636.514030889,D3 Middle / Lower Pressing,,,After Ball Loss,,"Intercept. -> Estab. (O1, O2, O3)",Successful,90+ min,,Randers
353,354,1,5617.69810269892,5645.078322222223,Ndividual,,,,,,,90+ min,True,Randers
354,355,1,5634.882342189666,5653.9434383259995,D1 Counterpress,,,After O2 build-up,,"Intercept. -> Estab. (O1, O2, O3)",Successful,90+ min,,Randers
355,356,1,5636.076234586333,5643.621550174999,O2 Build Up,O2 Build Up,,O2 After Regain,,Ball Loss --> D3 Press,Unsuccessful,90+ min,,Randers
356,357,1,5652.644476547333,5658.655630382667,O2 Build Up,O2 Build Up,,O2 After Regain,,Ball Loss --> D3 Press,Unsuccessful,90+ min,,Randers
357,358,1,5654.620037797667,5679.3547725026665,O3 Break Through,O3 Break Through,Transition,D3 Win Ball Low/Middle,,Ball Loss --> D3 Press,Unsuccessful,90+ min,,Randers
358,359,1,5662.043762561332,5673.5887322476665,D3 Middle / Lower Pressing,,,D3 Press on Throw-In,,Direct to O3/O4 OFF Transit,Successful,90+ min,,Randers
359,360,1,5680.8617567383335,5699.8807965996675,D3 Middle / Lower Pressing,,,After Ball Loss,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,,Randers
360,361,1,5684.870925731333,5704.943154551666,D4 Defending the Box,,Established Play,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,,Randers
361,362,1,5709.552036825,5746.297868877666,O1 Play from the Back,O1 Play from the Back,,O1 Goal Kick or Free Kick,,Stay In Phase,Neutral,90+ min,,Randers
362,363,1,5747.426116607667,5756.4183432869995,O1 Play from the Back,O1 Play from the Back,,O2 to O1,,Ball Loss --> D3 Press,Unsuccessful,90+ min,,Randers
363,364,1,5761.004214279332,5778.981645915999,D3 Middle / Lower Pressing,,,D3 Goal Kick or Free Kick,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,,Randers
364,365,1,5764.188281410001,5783.101931088333,D4 Defending the Box,,Established Play,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,,Randers
