,code_id,period_id,timestamp,end_timestamp,code,00. Start Phase,02. Situation Type,Half,03. Outcomes,04. Rating,Time Period,01. Phase,<flag>New Flag
247,248,1,4082.3152952037667,4106.616237537433,O4 Finishing,O4 Finishing,Square Pass,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,61 - 75 min,Established Play,
248,249,1,4125.2823727871,4181.617848037434,O4 Finishing,O4 Finishing,Back Area,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,61 - 75 min,Lateral Free Kick,
249,250,1,4159.450343745767,4170.450343745767,off free kick,,,2nd Half,,,,,
250,251,1,4233.052309912768,4246.052421454433,D3 High Pressing,,D3 Goal Kick or Free Kick,2nd Half,Stay In Phase,Neutral,61 - 75 min,,
251,252,1,4243.9847824961,4282.719482203767,D3 Middle / Lower Pressing,,D3 Press on Throw-In,2nd Half,D4 Chance,Unsuccessful,61 - 75 min,,
252,253,1,4267.551479412101,4286.885100246101,D4 Defending the Box,,1v1,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,61 - 75 min,Established Play,
253,254,1,4290.418536745767,4295.150583954433,O1 Play from the Back,O1 Play from the Back,O1 After Regain,2nd Half,Progress to Next Phase,Successful,61 - 75 min,,
254,255,1,4293.3505154961,4298.719582787768,O2 Build Up,O2 Build Up,O1 to O2,2nd Half,Ball Loss --> D3 Press,Unsuccessful,61 - 75 min,,
255,256,1,4305.283479495766,4320.152823995433,D3 High Pressing,,D3 Press on Throw-In,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,61 - 75 min,,
256,257,1,4308.090935285622,4389.431856286998,Goal FCN,,,2nd Half,,,61 - 75 min,,True
257,258,1,4308.484509370767,4336.1530552041,O3 Break Through,O3 Break Through,Central Play Infront of Backline,2nd Half,Keep The Ball,Neutral,61 - 75 min,Established Play,
258,259,1,4318.217465954433,4327.247049912434,O2 Build Up,O2 Build Up,O2 After Regain,2nd Half,Progress to Next Phase,Successful,61 - 75 min,,
259,260,1,4323.551897620433,4346.552311662434,O3 Break Through,O3 Break Through,Early Through Pass or Cross,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Successful,61 - 75 min,Established Play,
260,261,1,4327.317891203767,4351.9510514961,O4 Finishing,O4 Finishing,Square Pass,2nd Half,Intercepted by Defence,Unsuccessful,61 - 75 min,Established Play,
261,262,1,4334.117331871101,4342.786655953767,O2 Build Up,O2 Build Up,O3 to O2,2nd Half,Progress to Next Phase,Successful,61 - 75 min,,
262,263,1,4343.284077746101,4355.317990329433,D1 Counterpress,,After O3/O4,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,61 - 75 min,,
263,264,1,4353.219275079433,4378.086371787101,O2 Build Up,O2 Build Up,O2 After Regain,2nd Half,Progress to Next Phase,Successful,61 - 75 min,,
264,265,1,4359.319369870767,4389.884005245767,O3 Break Through,O3 Break Through,1v1 Wide / Halfspace,2nd Half,Lead to O4 chance,Successful,61 - 75 min,Established Play,
265,266,1,4371.053468245433,4393.784979745767,O4 Finishing,O4 Finishing,Square Pass,2nd Half,Open Chance,Successful,61 - 75 min,Established Play,
266,267,1,4548.154698870433,4603.719592745767,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,2nd Half,Stay In Phase,Neutral,61 - 75 min,,
267,268,1,4601.554199828766,4633.719258204434,D3 Middle / Lower Pressing,,After Ball Loss,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,,
268,269,1,4632.7862729961,4657.520883287099,O1 Play from the Back,O1 Play from the Back,O1 After Regain,2nd Half,Stay In Phase,Neutral,76 - 90 min,,
269,270,1,4658.419277245766,4675.7185712461,O1 Play from the Back,O1 Play from the Back,O1 Goal Kick or Free Kick,2nd Half,Progress to Next Phase,Successful,76 - 90 min,,
270,271,1,4660.519087454433,4687.0538527457675,O3 Break Through,O3 Break Through,1v1 Wide / Halfspace,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Successful,76 - 90 min,Established Play,
271,272,1,4667.786698495434,4691.6885641204335,O4 Finishing,O4 Finishing,Cutback,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Established Play,
272,273,1,4674.387769120433,4679.620225370767,O2 Build Up,O2 Build Up,O1 to O2,2nd Half,Progress to Next Phase,Successful,76 - 90 min,,
273,274,1,4683.019354745434,4694.887177704433,D1 Counterpress,,After O3/O4,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,,
274,275,1,4693.221373412433,4708.4210395791015,O2 Build Up,O2 Build Up,O2 After Regain,2nd Half,Stay In Phase,Neutral,76 - 90 min,,
275,276,1,4706.253214328767,4718.6530026621,O1 Play from the Back,O1 Play from the Back,O2 to O1,2nd Half,Progress to Next Phase,Successful,76 - 90 min,,
276,277,1,4714.486148203767,4726.953823496101,D1 Counterpress,,After O2 build-up,2nd Half,Establishing Pressing,Neutral,76 - 90 min,,
277,278,1,4717.3866697461,4722.585106995432,O2 Build Up,O2 Build Up,O1 to O2,2nd Half,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,,
278,279,1,4724.7865692871,4740.089049079101,D3 Middle / Lower Pressing,,After Ball Loss,2nd Half,Stay In Phase,Neutral,76 - 90 min,,
279,280,1,4738.620482245435,4790.222595537101,D3 Middle / Lower Pressing,,D3 Press on Throw-In,2nd Half,Direct to O3/O4 OFF Transit,Successful,76 - 90 min,,
280,281,1,4771.420707579433,4802.587075787101,O3 Break Through,O3 Break Through,D3 Win Ball Low/Middle,2nd Half,Lead to O4 chance,Successful,76 - 90 min,Transition,
281,282,1,4783.555085579102,4808.420530579433,O4 Finishing,O4 Finishing,1v1,2nd Half,Chance,Successful,76 - 90 min,Transition,
282,283,1,4799.256267537765,4849.320870037767,O4 Finishing,O4 Finishing,Back Area,2nd Half,,,76 - 90 min,Corner Kick,
283,284,1,4838.619547995767,4849.619547995767,off corner,,Back Area,2nd Half,Open Chance,Successful,,,
284,285,1,4839.609214929903,4850.585138284111,Goal FCN,,,2nd Half,,,76 - 90 min,,True
285,286,1,4935.056934329434,4983.588846079433,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,,
286,287,1,4990.824024787766,5020.8218320371,O2 Build Up,O2 Build Up,O2 Free Kick,2nd Half,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,,
287,288,1,5011.5891790371,5038.190614537434,O3 Break Through,O3 Break Through,D3 Win Ball Low/Middle,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Successful,76 - 90 min,Transition,
288,289,1,5012.2224649537675,5030.621883495769,D1 Counterpress,,After O2 build-up,2nd Half,Direct to O3/O4 OFF Transit,Successful,76 - 90 min,,
289,290,1,5019.154779454435,5044.224022578766,O4 Finishing,O4 Finishing,Through Pass,2nd Half,Intercepted by Defence,Unsuccessful,76 - 90 min,Transition,
290,291,1,5042.355854454099,5063.6892317874335,D3 High Pressing,,After Ball Loss,2nd Half,Stay In Phase,Neutral,76 - 90 min,,
291,292,1,5061.588738870432,5085.549582912768,D3 Middle / Lower Pressing,,D3 From High to Med/Low,2nd Half,Stay In Phase,Neutral,76 - 90 min,,
292,293,1,5084.155351162768,5141.322332871099,D3 Middle / Lower Pressing,,D3 Press on Throw-In,2nd Half,Direct to O3/O4 OFF Transit,Successful,76 - 90 min,,
293,294,1,5122.487338412101,5149.3563527454335,O3 Break Through,O3 Break Through,D3 Win Ball Low/Middle,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Successful,76 - 90 min,Transition,
294,295,1,5130.191838495433,5153.055744495768,O4 Finishing,O4 Finishing,1v1,2nd Half,Intercepted by Defence,Unsuccessful,76 - 90 min,Transition,
295,296,1,5160.456780121101,5190.292220953766,D3 Middle / Lower Pressing,,After Ball Loss,2nd Half,D4 Chance,Unsuccessful,76 - 90 min,,
296,297,1,5166.801899149864,5192.629513725825,Goal OPP,,,,,,76 - 90 min,,True
297,298,1,5176.223401537432,5203.122078995433,D4 Defending the Box,,Square Pass,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Established Play,
298,299,1,5257.490482370766,5278.592444162767,O2 Build Up,O2 Build Up,O2 Free Kick,2nd Half,Stay In Phase,Neutral,76 - 90 min,,
299,300,1,5276.6558862041,5284.5226597461005,O1 Play from the Back,O1 Play from the Back,O2 to O1,2nd Half,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,,
300,301,1,5283.322786495433,5322.292470954433,D3 Middle / Lower Pressing,,D3 Press on Throw-In,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,,
301,302,1,5320.891196620766,5359.923783579435,O1 Play from the Back,O1 Play from the Back,O1 After Regain,2nd Half,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,,
302,303,1,5359.924980703769,5377.491404996099,D3 High Pressing,,D3 Goal Kick or Free Kick,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,,
303,304,1,5376.591941953768,5405.4266257870995,O3 Break Through,O3 Break Through,Early Through Pass or Cross,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Successful,76 - 90 min,Established Play,
304,305,1,5376.592204746101,5395.5584112461,O2 Build Up,O2 Build Up,O2 Free Kick,2nd Half,Progress to Next Phase,Successful,76 - 90 min,,
305,306,1,5386.392357912098,5411.4584789121,O4 Finishing,O4 Finishing,Square Pass,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Established Play,
306,307,1,5409.858841287434,5426.457643412434,D3 High Pressing,,After Ball Loss,2nd Half,Stay In Phase,Neutral,76 - 90 min,,
307,308,1,5425.060103079433,5468.658732912101,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,2nd Half,Stay In Phase,Neutral,76 - 90 min,,
308,309,1,5470.360222245433,5503.4260194961,D3 Middle / Lower Pressing,,After Ball Loss,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,,
309,310,1,5488.626299662101,5509.059475371098,D4 Defending the Box,,Cutback,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,Established Play,
310,311,1,5512.392109870767,5542.392811370433,O1 Play from the Back,O1 Play from the Back,O1 Goal Kick or Free Kick,2nd Half,Ball Loss --> D3 Press,Unsuccessful,90+ min,,
311,312,1,5545.8607295371,5583.6588857871,O2 Build Up,O2 Build Up,O2 After Regain,2nd Half,Ball Loss --> D3 Press,Unsuccessful,90+ min,,
312,313,1,5575.994539703768,5596.893181537433,D2 Finding Balance,,After Ball Loss,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,,
313,314,1,5581.960424996099,5601.625806120434,D4 Defending the Box,,Chipball,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,Established Play,
314,315,1,5600.026830829434,5620.525394495768,D3 Middle / Lower Pressing,,D3 From High to Med/Low,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,,
315,316,1,5629.093498204101,5667.5258774541,D4 Defending the Box,,"Middle 20,5 - 23 m",2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,Direct Free Kick,
316,317,1,5653.759408329099,5664.759408329099,def free kick,,,2nd Half,,,,,
317,318,1,5654.926506537768,5689.759858454099,D4 Defending the Box,,Back Area,2nd Half,,,90+ min,Corner Kick,
318,319,1,5679.893963371101,5690.893963371101,def corner,,Back Area,2nd Half,Intercepted by Defence,Successful,,,
319,320,1,5690.860142620768,5700.859693162768,O1 Play from the Back,O1 Play from the Back,O1 After Regain,2nd Half,Ball Loss --> D3 Press,Unsuccessful,90+ min,,
320,321,1,5699.593634954101,5734.5602152874335,D3 Middle / Lower Pressing,,After Ball Loss,2nd Half,Stay In Phase,Neutral,90+ min,,
321,322,1,5774.527264328766,5791.494022203766,D3 Middle / Lower Pressing,,After Ball Loss,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,90+ min,,
322,323,1,5795.095449329434,5828.661383245768,O2 Build Up,O2 Build Up,O2 Free Kick,2nd Half,Ball Loss --> D3 Press,Unsuccessful,90+ min,,
323,324,1,5828.293729412433,5852.462896204433,D3 High Pressing,,D3 Goal Kick or Free Kick,2nd Half,Stay In Phase,Neutral,90+ min,,
324,325,1,5850.560601829433,5866.894250912099,D3 Middle / Lower Pressing,,D3 From High to Med/Low,2nd Half,D4 Chance,Unsuccessful,90+ min,,
325,326,1,5851.7961536621,5872.129410371101,D4 Defending the Box,,Square Pass,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,Established Play,
326,327,1,5857.6609446211005,5907.528345329434,D4 Defending the Box,,Back Area,2nd Half,,,90+ min,Corner Kick,
327,328,1,5896.7616935374335,5907.7616935374335,def corner,,Back Area,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,,,
