,code_id,period_id,timestamp,end_timestamp,code,00. Start Phase,01. Phase,02. Situation Type,Half,04. Rating,03. Outcomes,Opponent,Time Period,<flag>New Flag
297,298,1,5241.995763409507,5264.91904948284,O4 Finishing,O4 Finishing,Transition,Square Pass,2nd Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,76 - 90 min,
298,299,1,5265.636091577174,5296.141550983839,O4 Finishing,O4 Finishing,Corner Kick,Front Area,2nd Half,,,Horsens,76 - 90 min,
299,300,1,5284.837169240358,5293.386366161616,off corner,,,Front Area,2nd Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,,True
300,301,1,5288.708483152174,5306.504688605507,D1 Counterpress,,,After O3/O4,2nd Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,76 - 90 min,
301,302,1,5304.678575150839,5317.272319999506,O2 Build Up,O2 Build Up,,O2 Throw-In,2nd Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,76 - 90 min,
302,303,1,5320.208722759841,5366.788364902507,D3 High Pressing,,,After Ball Loss,2nd Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,76 - 90 min,
303,304,1,5351.172679672174,5389.393008687951,O3 Break Through,O3 Break Through,Established Play,1v1 Wide / Halfspace,2nd Half,Successful,Lead to O4 chance,Horsens,76 - 90 min,True
304,305,1,5365.3454745555055,5370.295176314505,O2 Build Up,O2 Build Up,,O2 After Regain,2nd Half,Successful,Progress to Next Phase,Horsens,76 - 90 min,
305,306,1,5367.14115981984,5394.3129276455065,O4 Finishing,O4 Finishing,Established Play,1v1,2nd Half,Successful,Chance,Horsens,76 - 90 min,
306,307,1,5378.418614315172,5430.467797841507,O4 Finishing,O4 Finishing,Corner Kick,Front Area,2nd Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,76 - 90 min,
307,308,1,5418.5402106755055,5445.854683733506,O3 Break Through,O3 Break Through,Established Play,Wide Link Up Play,2nd Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,76 - 90 min,
308,309,1,5418.697675199507,5429.697675199507,off corner,,,Front Area,2nd Half,,,Horsens,,
309,310,1,5429.594803458332,5456.398805749661,O4 Finishing,O4 Finishing,Established Play,1v1,,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,76 - 90 min,
310,311,1,5437.418810158173,5452.163916181841,D1 Counterpress,,,After O3/O4,2nd Half,Successful,Direct to O3/O4 OFF Transit,Horsens,76 - 90 min,
311,312,1,5437.724112663506,5468.188175538173,O3 Break Through,O3 Break Through,Established Play,Wide Link Up Play,2nd Half,Neutral,Keep The Ball,Horsens,76 - 90 min,True
312,313,1,5465.97644855984,5477.512987514172,O2 Build Up,O2 Build Up,,O3 to O2,2nd Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,76 - 90 min,
313,314,1,5471.130550289506,5489.111755982506,D2 Finding Balance,,,After Ball Loss,2nd Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,76 - 90 min,
314,315,1,5488.307863078506,5496.332286177506,O1 Play from the Back,O1 Play from the Back,,O1 Throw-In,2nd Half,Successful,Progress to Next Phase,Horsens,76 - 90 min,
315,316,1,5494.098964535507,5542.9636491535075,O2 Build Up,O2 Build Up,,O1 to O2,2nd Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,76 - 90 min,
316,317,1,5546.474733596505,5602.330675023172,D3 High Pressing,,,D3 Press on Throw-In,2nd Half,Successful,Direct to O3/O4 OFF Transit,Horsens,76 - 90 min,
317,318,1,5584.007079975507,5608.289094242839,O3 Break Through,O3 Break Through,Transition,D3 Win Ball Low/Middle,2nd Half,Neutral,Keep The Ball,Horsens,76 - 90 min,True
318,319,1,5606.248386461506,5699.1849665711725,O2 Build Up,O2 Build Up,,O3 to O2,2nd Half,Successful,Progress to Next Phase,Horsens,76 - 90 min,
319,320,1,5680.2472755065055,5714.448235593506,O3 Break Through,O3 Break Through,Established Play,,2nd Half,Successful,Lead to O4 chance,Horsens,76 - 90 min,True
320,321,1,5695.203789610172,5726.051351734839,O4 Finishing,O4 Finishing,Established Play,1v1,2nd Half,Successful,Open Chance,Horsens,76 - 90 min,
321,322,1,5777.346024101506,5800.346024101506,Offside review,,,,2nd Half,,,Horsens,,
322,323,1,5840.122559335173,5856.657058174839,D4 Defending the Box,,,,2nd Half,,,Horsens,90+ min,
323,324,1,5848.198692314839,5874.182222167507,O3 Break Through,O3 Break Through,Transition,D3 Win Ball Low/Middle,2nd Half,Successful,"Cross, Shot, Set-Piece or Box Entry",Horsens,90+ min,
324,325,1,5853.657058174839,5867.127433810175,D3 Middle / Lower Pressing,,,D3 Goal Kick or Free Kick,2nd Half,Successful,Direct to O3/O4 OFF Transit,Horsens,90+ min,
325,326,1,5856.042372384172,5879.861431665505,O4 Finishing,O4 Finishing,Transition,Chipball,2nd Half,Unsuccessful,Intercepted by Defence,Horsens,90+ min,
326,327,1,5879.720590587506,5884.8280512931715,D3 Middle / Lower Pressing,,,After Ball Loss,2nd Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,90+ min,
327,328,1,5883.4745886891715,5963.2883409525075,O2 Build Up,O2 Build Up,,O2 Throw-In,2nd Half,Successful,Progress to O4,Horsens,90+ min,
328,329,1,5944.9184277388395,5969.7249546855055,O3 Break Through,O3 Break Through,Established Play,1v1 Wide / Halfspace,2nd Half,Successful,Lead to O4 chance,Horsens,90+ min,True
329,330,1,5950.461527996838,5973.9608601671725,O4 Finishing,O4 Finishing,Established Play,Cutback,2nd Half,Successful,Chance,Horsens,90+ min,
330,331,1,5974.376221513173,6006.20739672384,D3 Middle / Lower Pressing,,,D3 Goal Kick or Free Kick,2nd Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,90+ min,
331,332,1,6004.541484138839,6045.088458753839,O2 Build Up,O2 Build Up,,O2 After Regain,2nd Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,90+ min,
332,333,1,6036.7900499548405,6068.673549930506,D2 Finding Balance,,,After Ball Loss,2nd Half,Neutral,Establishing Pressing,Horsens,90+ min,
