,code_id,period_id,timestamp,end_timestamp,code,Half,Opponent,00. Start Phase,01. Phase,02. Situation Type,04. Rating,03. Outcomes,D1 CP / Att. Bal. NEUTRAL,<flag>New Flag,Time Period,D2 Recovery GOOD,D1 CP / Att. Bal. GOOD,D1 CP / Att. Bal. BAD,D2 Recovery BAD
229,230,1,4853.688822219873,4859.949903271886,D3 High Pressing,2nd Half,Brøndby,,,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",,,76 - 90 min,,,,
230,231,1,4889.407506401612,4920.3069031222385,O2 Build Up,2nd Half,Brøndby,O2 Build Up,,O2 Free Kick,Unsuccessful,Ball Loss --> D3 Press,,True,76 - 90 min,,,,
231,232,1,4919.523677333207,4931.234407398202,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",,,76 - 90 min,,,,
232,233,1,4942.785472865563,4964.997147228221,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,After Ball Loss,Neutral,Stay In Phase,,True,76 - 90 min,,,,
233,234,1,4966.930703768243,5017.0257133072355,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,D3 Press on Throw-In,Successful,"Intercept. -> Estab. (O1, O2, O3)",,,76 - 90 min,,,,
234,235,1,5018.909997958553,5034.394048573557,O2 Build Up,2nd Half,Brøndby,O2 Build Up,,O2 Throw-In,Unsuccessful,Ball Loss --> D3 Press,,,76 - 90 min,,,,
235,236,1,5020.608769957222,5048.663798940546,D4 Defending the Box,2nd Half,Brøndby,,Established Play,1v1,Successful,Intercepted by Defence,,,76 - 90 min,,,,
236,237,1,5028.881666666667,5048.881666666667,Ndividual,,Brøndby,,,,,,,True,,,,,
237,238,1,5067.11910713352,5081.1614465091625,O1 Play from the Back,2nd Half,Brøndby,O1 Play from the Back,,O1 Goal Kick or Free Kick,Unsuccessful,Ball Loss --> D3 Press,,True,76 - 90 min,,,,
238,239,1,5073.419327290536,5110.439650488874,D4 Defending the Box,2nd Half,Brøndby,,Transition,Through Pass,Successful,Intercepted by Defence,,,76 - 90 min,,,,
239,240,1,5081.37117468121,5087.8182067315665,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",,,76 - 90 min,,,,
240,241,1,5111.965287889563,5149.9123445078985,O1 Play from the Back,2nd Half,Brøndby,O1 Play from the Back,,O1 Goal Kick or Free Kick,Unsuccessful,Ball Loss --> D3 Press,,,76 - 90 min,,,,
241,242,1,5152.795638526235,5171.890662971566,D3 High Pressing,2nd Half,Brøndby,,,D3 Press on Throw-In,Neutral,Stay In Phase,,,76 - 90 min,,,,
242,243,1,5209.2307963652365,5237.104319886881,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,D3 Press on Throw-In,Neutral,Stay In Phase,,,76 - 90 min,,,,
243,244,1,5238.741848267884,5252.749995111872,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,D3 Press on Throw-In,Successful,"Intercept. -> Estab. (O1, O2, O3)",,,76 - 90 min,,,,
244,245,1,5266.0224991125715,5274.966915685883,O1 Play from the Back,2nd Half,Brøndby,O1 Play from the Back,,O1 After Regain,Unsuccessful,Ball Loss --> D3 Press,,,76 - 90 min,,,,
245,246,1,5275.923899287219,5300.093594719199,D4 Defending the Box,2nd Half,Brøndby,,Established Play,Square Pass,Successful,Intercepted by Defence,,,76 - 90 min,,,,
246,247,1,5276.955640566207,5295.0613338551975,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,After Ball Loss,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",,,76 - 90 min,,,,
247,248,1,5380.524555781592,5394.41179710126,O1 Play from the Back,2nd Half,Brøndby,O1 Play from the Back,,,Unsuccessful,Ball Loss --> D3 Press,,,76 - 90 min,,,,
248,249,1,5395.446468459544,5409.772071831869,O2 Build Up,2nd Half,Brøndby,O2 Build Up,,O2 Free Kick,Unsuccessful,Ball Loss --> D3 Press,,,76 - 90 min,,,,
249,250,1,5418.984302784558,5442.112846806218,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,After Ball Loss,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",,,76 - 90 min,,,,
250,251,1,5423.246884657547,5450.5018426745455,D4 Defending the Box,2nd Half,Brøndby,,Established Play,Square Pass,Neutral,"Cross, Shot, Set-Piece or Box Entry",,,76 - 90 min,,,,
251,252,1,5431.483764371562,5459.742582528547,D4 Defending the Box,2nd Half,Brøndby,,Established Play,Square Pass,Neutral,"Cross, Shot, Set-Piece or Box Entry",,,76 - 90 min,,,,
252,253,1,5461.667205795886,5484.159347528557,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",,,76 - 90 min,,,,
253,254,1,5464.9979125929085,5495.2225282965555,D4 Defending the Box,2nd Half,Brøndby,,Established Play,Square Pass,Successful,Intercepted by Defence,,,76 - 90 min,,,,
254,255,1,5497.314287316863,5524.1512326498605,O1 Play from the Back,2nd Half,Brøndby,O1 Play from the Back,,O1 Goal Kick or Free Kick,Successful,Progress to Next Phase,,,76 - 90 min,,,,
255,256,1,5525.061194436209,5559.428586264559,O2 Build Up,2nd Half,Brøndby,O2 Build Up,,O2 Free Kick,Unsuccessful,Ball Loss --> D3 Press,,,76 - 90 min,,,,
256,257,1,5561.48156722522,5618.877103968542,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",,,76 - 90 min,,,,
257,258,1,5593.710465020101,5661.947040853685,def free kick,2nd Half,Brøndby,,,Front Area,Successful,Intercepted by Defence,,,,,,,
258,259,1,5616.857441038902,5651.415379475896,D4 Defending the Box,2nd Half,Brøndby,,Lateral Free Kick,Front Area,,,,,90+ min,,,,
259,260,1,5665.412766566889,5684.262705461551,O1 Play from the Back,2nd Half,Brøndby,O1 Play from the Back,,O1 Goal Kick or Free Kick,Unsuccessful,Ball Loss --> D3 Press,,,90+ min,,,,
260,261,1,5675.611039174865,5721.099816231702,def corner,2nd Half,Brøndby,,,Short Variation,,,,,,,,,
261,262,1,5683.464133394547,5719.464248789552,D4 Defending the Box,2nd Half,Brøndby,,Corner Kick,Short Variation,Successful,OFF Transition,,,90+ min,,,,
262,263,1,5687.562030808567,5702.3782688261945,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,After Ball Loss,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",,,90+ min,,,,
263,264,1,5726.754097896885,5748.273062457229,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,D3 Press on Throw-In,Successful,Direct to O3/O4 OFF Transit,,,90+ min,,,,
264,265,1,5733.282083041876,5764.358193682218,O3 Break Through,2nd Half,Brøndby,O3 Break Through,Transition,After D4 Def. Box,Neutral,Keep The Ball,,,90+ min,,,,
265,266,1,5745.8511643659,5797.550476788875,O3 Break Through,2nd Half,Brøndby,O3 Break Through,Throw In,,Successful,Lead to O4 chance,,True,90+ min,,,,
266,267,1,5778.532872079893,5802.751458523911,O4 Finishing,2nd Half,Brøndby,O4 Finishing,Established Play,Cutback,Unsuccessful,Intercepted by Defence,,,90+ min,,True,,
267,268,1,5812.168720371541,5826.750937120883,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,D3 Goal Kick or Free Kick,Successful,Direct to O3/O4 OFF Transit,,,90+ min,,,,
268,269,1,5814.639294466871,5839.67850033687,O3 Break Through,2nd Half,Brøndby,O3 Break Through,Transition,After D4 Def. Box,Neutral,Keep The Ball,,,90+ min,,,,
269,270,1,5846.479683907226,5872.070029210543,O2 Build Up,2nd Half,Brøndby,O2 Build Up,,O2 Free Kick,Unsuccessful,Ball Loss --> D3 Press,,,90+ min,,,,
270,271,1,5874.642130555203,5890.435158488208,D3 Middle / Lower Pressing,2nd Half,Brøndby,,,D3 Goal Kick or Free Kick,Neutral,Stay In Phase,,,90+ min,,,,
