,code_id,period_id,timestamp,end_timestamp,code,00. Start Phase,02. Situation Type,Half,03. Outcomes,04. Rating,01. Phase,<flag>New Flag
80,81,1,1433.040445375333,1454.706057542,O2 Build Up,O2 Build Up,O1 to O2,,Ball Loss --> D3 Press,Unsuccessful,,
81,82,1,1446.4730825840002,1458.540169959,D1 Counterpress,,After O2 build-up,,Establishing Pressing,Neutral,,
82,83,1,1449.5728609166667,1463.9730582086663,D2 Finding Balance,,Transition After CP,,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
83,84,1,1462.141788000667,1477.1394877083335,O1 Play from the Back,O1 Play from the Back,O1 After Regain,,Stay In Phase,Neutral,,
84,85,1,1464.875355541667,1488.4721686250004,O3 Break Through,O3 Break Through,1v1 Wide / Halfspace,,Ball Loss --> D3 Press,Unsuccessful,Established Play,
85,86,1,1475.4730405003338,1484.106320250334,O2 Build Up,O2 Build Up,O1 to O2,,Progress to Next Phase,Successful,,
86,87,1,1485.0069729170004,1497.0072507086666,D1 Counterpress,,After O3/O4,,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
87,88,1,1497.1400637090005,1541.741269500667,O2 Build Up,O2 Build Up,O2 Throw-In,,Progress to Next Phase,Successful,,
88,89,1,1522.5730842500002,1547.1423586670003,O3 Break Through,O3 Break Through,Early Through Pass or Cross,,Keep The Ball,Neutral,Established Play,
89,90,1,1556.6404615006668,1567.6404615006668,off throw,O2 Build Up,O2 Throw-In,,Ball Loss --> D3 Press,Unsuccessful,,
90,91,1,1557.3091466673336,1580.8425285423334,D1 Counterpress,,After O3/O4,,Direct to O3/O4 OFF Transit,Successful,,
91,92,1,1559.2070890423338,1565.0067885833334,O2 Build Up,O2 Build Up,O2 Throw-In,,,,,
92,93,1,1562.972663667334,1589.506642834,O3 Break Through,O3 Break Through,Transition After CP,,Ball Loss --> D3 Press,Unsuccessful,Transition,
93,94,1,1587.909016791667,1625.3423362923336,D3 High Pressing,,After Ball Loss,,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
94,95,1,1623.3741507090003,1634.8072546670007,O2 Build Up,O2 Build Up,O2 After Regain,,Stay In Phase,Neutral,,
95,96,1,1632.5411219583334,1637.3094416249999,O1 Play from the Back,O1 Play from the Back,O2 to O1,,Progress to Next Phase,Successful,,
96,97,1,1635.4073739586665,1645.975358917,O2 Build Up,O2 Build Up,O1 to O2,,Ball Loss --> D3 Press,Unsuccessful,,
97,98,1,1645.2741177916669,1661.042702250667,D3 Middle / Lower Pressing,,D3 Press on Throw-In,,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
98,99,1,1659.1403366670002,1712.9097690833332,O2 Build Up,O2 Build Up,O2 Throw-In,,Progress to Next Phase,Successful,,
99,100,1,1693.807066125,1721.541137042333,O3 Break Through,O3 Break Through,,,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play,
100,101,1,1703.9745738333336,1727.0088559590004,O4 Finishing,O4 Finishing,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play,
101,102,1,1734.8408672923338,1796.3742164590003,D3 High Pressing,,D3 Goal Kick or Free Kick,,Stay In Phase,Neutral,,
102,103,1,1794.310374417334,1810.708373334,D3 Middle / Lower Pressing,,D3 From High to Med/Low,,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
103,104,1,1813.4754110003337,1823.4744386670004,O2 Build Up,O2 Build Up,O2 After Regain,,Stay In Phase,Neutral,,
104,105,1,1821.3079187503336,1850.9104889583336,O1 Play from the Back,O1 Play from the Back,O2 to O1,,Ball Loss --> D3 Press,Unsuccessful,,
105,106,1,1843.6738131250004,1872.6418684586674,O3 Break Through,O3 Break Through,D3 High Press on Opp. Half,,"Cross, Shot, Set-Piece or Box Entry",Successful,Transition,
106,107,1,1849.3079870416664,1862.6423086673328,D3 High Pressing,,After Ball Loss,,Direct to O3/O4 OFF Transit,Successful,,
107,108,1,1853.4751066253339,1877.0068871253334,O4 Finishing,O4 Finishing,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play,
108,109,1,1859.6425367086676,1886.1102050420004,O3 Break Through,O3 Break Through,Early Through Pass or Cross,,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play,
109,110,1,1866.9441749586663,1890.0079465,O4 Finishing,O4 Finishing,Chipball,,Chance,Successful,Established Play,
110,111,1,1889.208144375667,1893.8089112500002,D3 High Pressing,,After Ball Loss,,Stay In Phase,Neutral,,
111,112,1,1902.4756322916674,1919.0426286253341,D3 High Pressing,,D3 Press on Throw-In,,Stay In Phase,Neutral,,
112,113,1,1909.9419832500002,1942.3089580003334,D2 Finding Balance,,D3 High Press on Opp. Half,,Establishing Pressing,Neutral,,
113,114,1,1940.1416888333333,1976.6080150003336,D3 Middle / Lower Pressing,,After Ball Loss,,Direct to O3/O4 OFF Transit,Successful,,
114,115,1,1957.776091333334,1984.0417515,O3 Break Through,O3 Break Through,D3 Win Ball Low/Middle,,Keep The Ball,Neutral,Transition,
115,116,1,1982.142588333334,2017.011476833667,O2 Build Up,O2 Build Up,O3 to O2,,Progress to Next Phase,Successful,,
116,117,1,1997.8428912086674,2027.9762872083338,O3 Break Through,O3 Break Through,Central Play Infront of Backline,,Lead to O4 chance,Successful,Established Play,
117,118,1,2008.8114820836672,2035.7673011666675,O4 Finishing,O4 Finishing,Chipball,,Chance,Successful,Established Play,
118,119,1,2028.409494833334,2064.6406131249996,O4 Finishing,O4 Finishing,Back Area,,,,Corner Kick,
119,120,1,2056.6403762503332,2067.6403762503332,off corner,,Back Area,,"Cross, Shot, Set-Piece or Box Entry",Neutral,,
120,121,1,2066.2452030840004,2091.9433794590004,D3 High Pressing,,D3 Goal Kick or Free Kick,,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
121,122,1,2091.1084589170005,2097.7095161673333,O1 Play from the Back,O1 Play from the Back,O1 After Regain,,Stay In Phase,Neutral,,
122,123,1,2095.409721416667,2118.976101792001,O2 Build Up,O2 Build Up,O1 to O2,,Progress to Next Phase,Successful,,
123,124,1,2099.910413959,2128.476599167,O3 Break Through,O3 Break Through,Early Through Pass or Cross,,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play,
124,125,1,2109.7771321673335,2133.409943959,O4 Finishing,O4 Finishing,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play,
125,126,1,2134.1432908333336,2144.7102290833336,D3 High Pressing,,After Ball Loss,,Stay In Phase,Neutral,,
126,127,1,2135.6427145006674,2156.476840000334,D2 Finding Balance,,D3 High Press on Opp. Half,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,,
127,128,1,2141.5102450833338,2162.776648000334,D4 Defending the Box,,Square Pass,,Intercepted by Defence,Successful,Established Play,
128,129,1,2164.044273375667,2175.710266625333,D1 Counterpress,,After O2 build-up,,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
129,130,1,2168.111713708333,2173.2109940006667,O2 Build Up,O2 Build Up,O2 After Regain,,Ball Loss --> D3 Press,Unsuccessful,,
130,131,1,2173.5434440416675,2210.3424327916664,O2 Build Up,O2 Build Up,O2 After Regain,,Progress to O4,Successful,,
131,132,1,2203.877446083334,2249.112812000334,O4 Finishing,O4 Finishing,Back Area,,"Cross, Shot, Set-Piece or Box Entry",Neutral,Corner Kick,
132,133,1,2230.811266875,2241.811266875,off corner,,,,,,,
133,134,1,2245.078063916667,2277.4445491253337,D1 Counterpress,,After O3/O4,,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
134,135,1,2280.146126875,2285.9107122920004,O1 Play from the Back,O1 Play from the Back,O1 Goal Kick or Free Kick,,Stay In Phase,Neutral,,
135,136,1,2283.879498250667,2323.043341834,O2 Build Up,O2 Build Up,O1 to O2,,Progress to Next Phase,Successful,,
136,137,1,2304.5781701666665,2327.1465157506673,O3 Break Through,O3 Break Through,1v1 Wide / Halfspace,,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play,
137,138,1,2307.844352166667,2330.91313775,O4 Finishing,O4 Finishing,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play,
138,139,1,2331.644668584,2357.3134487923335,D3 High Pressing,,After Ball Loss,,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
139,140,1,2355.279251375334,2402.513647875,O2 Build Up,O2 Build Up,O2 After Regain,,Progress to Next Phase,Successful,,
140,141,1,2383.478649833666,2416.5441345416666,O3 Break Through,O3 Break Through,Wide Link Up Play,,Lead to O4 chance,Successful,Established Play,
141,142,1,2397.3802424173336,2417.447055542333,O3 Break Through,O3 Break Through,,,,,,
142,143,1,2398.8803578750003,2421.612108416667,O4 Finishing,O4 Finishing,Square Pass,,Open Chance,Successful,Established Play,
143,144,1,2403.3119530423337,2426.3119530423337,Goal FCN,,,,,,,
144,145,1,2464.768721917333,2488.4774955840003,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,,Direct to O3/O4 OFF Transit,Successful,,
145,146,1,2470.3441934166667,2493.144512834001,O4 Finishing,O4 Finishing,1v1,,Open Chance,Successful,Transition,
146,147,1,2487.3140855836673,2499.047392792333,D1 Counterpress,,After O3/O4,,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
147,148,1,2496.812355666667,2532.010961709,O2 Build Up,O2 Build Up,O2 After Regain,,Stay In Phase,Neutral,,
148,149,1,2536.812353500334,2572.6457195840003,O2 Build Up,O2 Build Up,O2 Free Kick,,Progress to Next Phase,Successful,,
149,150,1,2553.7473632089996,2583.6146406256676,O3 Break Through,O3 Break Through,Early Through Pass or Cross,,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play,
150,151,1,2568.0467161256665,2591.5459435840003,O4 Finishing,O4 Finishing,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play,
151,152,1,2572.579437541667,2598.280075625,O4 Finishing,O4 Finishing,Pass Infront of Backline,,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play,
152,153,1,2596.446218958333,2620.1451364583345,D3 High Pressing,,After Ball Loss,,Stay In Phase,Neutral,,
153,154,1,2618.111683500334,2629.181620166667,D3 Middle / Lower Pressing,,D3 From High to Med/Low,,Stay In Phase,Neutral,,
154,155,1,2632.479358792333,2651.4786452086664,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,,Direct to O3/O4 OFF Transit,Successful,,
155,156,1,2634.512887584001,2669.3812390423336,O3 Break Through,O3 Break Through,D3 Win Ball Low/Middle,,Keep The Ball,Neutral,Transition,
156,157,1,2669.146034375666,2711.5473708336667,O2 Build Up,O2 Build Up,O2 After Regain,,Progress to Next Phase,Successful,,
157,158,1,2692.5820602500007,2720.2130040839993,O3 Break Through,O3 Break Through,Wide Link Up Play,,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play,
158,159,1,2701.1820230836674,2723.5465654170002,O4 Finishing,O4 Finishing,Square Pass,,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play,
159,160,1,2732.5666666666666,5713.10128204492,KO,,,2nd Half,,,,
160,161,1,2736.2784296279196,2760.0498436275857,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,2nd Half,Stay In Phase,Neutral,,
161,162,1,2761.8493120032526,2779.015846377585,D3 Middle / Lower Pressing,,D3 Press on Throw-In,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
162,163,1,2782.682817294253,2798.0494316282525,O2 Build Up,O2 Build Up,O2 Throw-In,2nd Half,Stay In Phase,Neutral,,
163,164,1,2801.0159520865864,2828.5156050029195,O3 Break Through,O3 Break Through,Wide Link Up Play,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play,
164,165,1,2802.5514755025856,2819.9838367945854,O2 Build Up,O2 Build Up,O2 Throw-In,2nd Half,Progress to Next Phase,Successful,,
165,166,1,2809.7848545449187,2832.416410585919,O4 Finishing,O4 Finishing,Square Pass,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play,
166,167,1,2814.216871585919,2842.551049378253,O3 Break Through,O3 Break Through,Early Through Pass or Cross,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play,
167,168,1,2823.3150319199185,2847.751826794586,O4 Finishing,O4 Finishing,1v1,2nd Half,Intercepted by Defence,Unsuccessful,Established Play,
168,169,1,2846.2167575859185,2869.4182277945856,D3 High Pressing,,After Ball Loss,2nd Half,Stay In Phase,Neutral,,
169,170,1,2867.382653961586,2881.15101629492,D3 Middle / Lower Pressing,,D3 From High to Med/Low,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
170,171,1,2887.950259377586,2893.5851072945857,O2 Build Up,O2 Build Up,O2 Free Kick,2nd Half,Stay In Phase,Neutral,,
171,172,1,2891.3521152529183,2909.916812086586,O1 Play from the Back,O1 Play from the Back,O2 to O1,2nd Half,Progress to Next Phase,Successful,,
172,173,1,2906.582190294253,2918.117228669586,D1 Counterpress,,After O2 build-up,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
173,174,1,2908.018431128253,2915.0510497942532,O2 Build Up,O2 Build Up,O1 to O2,2nd Half,Ball Loss --> D3 Press,Unsuccessful,,
174,175,1,2916.4855851695866,2923.6494983365856,O2 Build Up,O2 Build Up,O2 After Regain,2nd Half,Ball Loss --> D3 Press,Unsuccessful,,
175,176,1,2923.9845215445857,2944.5497776282527,D3 High Pressing,,D3 Goal Kick or Free Kick,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
176,177,1,2951.2157511699193,2979.214146252585,O2 Build Up,O2 Build Up,O2 Throw-In,2nd Half,Ball Loss --> D3 Press,Unsuccessful,,
177,178,1,2971.0860264612525,2982.5499095025857,D1 Counterpress,,After O2 build-up,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
178,179,1,2980.6499261279187,3006.8517222115856,O2 Build Up,O2 Build Up,O2 After Regain,2nd Half,Ball Loss --> D3 Press,Unsuccessful,,
179,180,1,2999.3479809612527,3011.716695252586,D1 Counterpress,,After O2 build-up,2nd Half,Establishing Pressing,Neutral,,
180,181,1,3012.6195493782525,3040.737497627919,D3 High Pressing,,D3 Press on Throw-In,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
181,182,1,3022.2171428365864,3045.818417794919,O3 Break Through,O3 Break Through,1v1 Wide / Halfspace,2nd Half,Ball Loss --> D3 Press,Unsuccessful,Established Play,
182,183,1,3043.7162098782514,3053.250603586253,D3 High Pressing,,After Ball Loss,2nd Half,Stay In Phase,Neutral,,
183,184,1,3054.2837053779194,3074.1507522942525,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
184,185,1,3072.1188151699193,3077.752130960919,O2 Build Up,O2 Build Up,O2 After Regain,2nd Half,Ball Loss --> D3 Press,Unsuccessful,,
185,186,1,3076.083592461586,3107.415912252919,D3 Middle / Lower Pressing,,After Ball Loss,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,,
186,187,1,3092.385564877919,3113.5199909192525,D4 Defending the Box,,Square Pass,2nd Half,Intercepted by Defence,Successful,Established Play,
187,188,1,3111.550370169919,3131.452330128252,O1 Play from the Back,O1 Play from the Back,O1 After Regain,2nd Half,Progress to Next Phase,Successful,,
188,189,1,3129.2181637112526,3157.286811753252,O2 Build Up,O2 Build Up,O1 to O2,2nd Half,Progress to Next Phase,Successful,,
189,190,1,3138.3841047532524,3161.283476086253,O4 Finishing,O4 Finishing,1v1,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play,
190,191,1,3163.3871541275857,3195.8856073359184,D3 High Pressing,,D3 Goal Kick or Free Kick,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
191,192,1,3195.685073002586,3219.618634502918,O3 Break Through,O3 Break Through,1v1 Wide / Halfspace,2nd Half,Ball Loss --> D3 Press,Unsuccessful,Established Play,
192,193,1,3199.2170673775854,3214.852043669919,O2 Build Up,O2 Build Up,O2 Free Kick,2nd Half,Progress to Next Phase,Successful,,
193,194,1,3213.2525087529193,3227.553950586252,D1 Counterpress,,After O2 build-up,2nd Half,Establishing Pressing,Neutral,,
194,195,1,3225.7194146279194,3245.5540276282522,D3 Middle / Lower Pressing,,After Ball Loss,2nd Half,Direct to O3/O4 OFF Transit,Successful,,
195,196,1,3226.2184522945863,3250.3866863782528,O3 Break Through,O3 Break Through,D3 Win Ball Low/Middle,2nd Half,Keep The Ball,Neutral,Transition,
196,197,1,3248.9208043775857,3303.521045627586,O2 Build Up,O2 Build Up,O3 to O2,2nd Half,Ball Loss --> D3 Press,Unsuccessful,,
197,198,1,3305.385519669252,3332.0521209195863,D3 Middle / Lower Pressing,,D3 Press on Throw-In,2nd Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,,
198,199,1,3332.117176127586,3343.3865555025855,O1 Play from the Back,O1 Play from the Back,O1 Throw-In,2nd Half,Progress to Next Phase,Successful,,
199,200,1,3341.2852396275857,3378.520787711252,O2 Build Up,O2 Build Up,O1 to O2,2nd Half,Progress to O4,Successful,,
200,201,1,3359.5548580862524,3385.8846707532525,O4 Finishing,O4 Finishing,1v1,2nd Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play,
