,code_id,period_id,timestamp,end_timestamp,code,Half,Opponent,00. Start Phase,02. Situation Type,03. Outcomes,04. Rating,Time Period,01. Phase,<flag>New Flag
324,325,1,4698.928343290765,4700.765445394765,O2 Build Up,2nd Half,AaB,O2 Build Up,O1 to O2,Stay In Phase,Neutral,76 - 90 min,,
325,326,1,4738.069325674765,4752.9958695180985,O2 Build Up,2nd Half,AaB,O2 Build Up,O2 Throw-In,Stay In Phase,Neutral,76 - 90 min,,
326,327,1,4757.053644232098,4783.169471912432,O2 Build Up,2nd Half,AaB,O2 Build Up,O2 Throw-In,Stay In Phase,Neutral,76 - 90 min,,
327,328,1,4764.697481526,4794.697481526,Bench,,AaB,,,,,76 - 90 min,,True
328,329,1,4773.2729848287645,4793.832254620765,D4 Defending the Box,2nd Half,AaB,,,,,76 - 90 min,,
329,330,1,4784.000572575764,4789.512326455431,O1 Play from the Back,2nd Half,AaB,O1 Play from the Back,O2 to O1,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,,
330,331,1,4793.832254620765,4807.051780226432,D3 Middle / Lower Pressing,2nd Half,AaB,,After Ball Loss,Stay In Phase,Neutral,76 - 90 min,,
331,332,1,4808.361411665432,4821.278832838765,D3 Middle / Lower Pressing,2nd Half,AaB,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,,
332,333,1,4831.15,4847.899862707997,O1 Play from the Back,,AaB,O1 Play from the Back,O1 Throw-In,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,,True
333,334,1,4848.617675822432,4872.3624408867645,D3 Middle / Lower Pressing,2nd Half,AaB,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,,
334,335,1,4873.480593698765,4901.786839137764,O2 Build Up,2nd Half,AaB,O2 Build Up,O2 Free Kick,Progress to Next Phase,Successful,76 - 90 min,,True
335,336,1,4883.245422222222,4903.874466666667,O3 Break Through,,AaB,O3 Break Through,Wide Link Up Play,"Cross, Shot, Set-Piece or Box Entry",Successful,76 - 90 min,Established Play,
336,337,1,4884.698647542,4910.899646375002,O4 Finishing,,AaB,O4 Finishing,Through Pass,Intercepted by Defence,Unsuccessful,76 - 90 min,Established Play,
337,338,1,4915.320987525765,4940.572806523431,O2 Build Up,2nd Half,AaB,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,76 - 90 min,,
338,339,1,4921.595861416766,4955.311840547099,O3 Break Through,2nd Half,AaB,O3 Break Through,1v1 Wide / Halfspace,Keep The Ball,Neutral,76 - 90 min,Established Play,True
339,340,1,4935.138357661359,4981.143977777778,Bench,,AaB,,,,,76 - 90 min,,
340,341,1,5056.141243531513,5068.821577264703,O2 Build Up,2nd Half,AaB,O2 Build Up,O2 Free Kick,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,,True
341,342,1,5067.239047420432,5090.989882964431,D3 Middle / Lower Pressing,2nd Half,AaB,,D3 Press on Throw-In,Direct to O3/O4 OFF Transit,Successful,76 - 90 min,,
342,343,1,5098.059160670765,5105.243233584764,D2 Finding Balance,2nd Half,AaB,,Transition on Transition,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,,
343,344,1,5104.8339282594325,5130.3803480790975,O3 Break Through,2nd Half,AaB,O3 Break Through,Long Throw,"Cross, Shot, Set-Piece or Box Entry",Successful,76 - 90 min,Throw In,
344,345,1,5107.942690893765,5123.994247596098,O2 Build Up,2nd Half,AaB,O2 Build Up,O2 Throw-In,Progress to Next Phase,Successful,76 - 90 min,,
345,346,1,5137.262067071431,5181.537430388098,O4 Finishing,2nd Half,AaB,O4 Finishing,Short Variation,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Corner Kick,
346,347,1,5163.062598781433,5187.7623719759795,off corner,2nd Half,AaB,,Short Variation,,,,,
347,348,1,5183.694605999431,5201.734876764432,O2 Build Up,2nd Half,AaB,O2 Build Up,O2 After Regain,Stay In Phase,Neutral,76 - 90 min,,
348,349,1,5200.701682282432,5244.127918728097,O4 Finishing,2nd Half,AaB,O4 Finishing,Back Area,,,76 - 90 min,Lateral Free Kick,
349,350,1,5232.859845918053,5252.689228290424,off free kick,2nd Half,AaB,,Back Area,Intercepted by Defence,Unsuccessful,,,
350,351,1,5249.280360423765,5253.274571290098,D2 Finding Balance,2nd Half,AaB,,After Offensive Set-Piece,Establishing Pressing,Neutral,76 - 90 min,,
351,352,1,5255.183208606431,5274.864009612432,D3 Middle / Lower Pressing,2nd Half,AaB,,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,76 - 90 min,,
352,353,1,5256.430034871765,5288.363887227764,D4 Defending the Box,2nd Half,AaB,,Chipball,Intercepted by Defence,Successful,76 - 90 min,Established Play,
353,354,1,5299.167970124098,5323.656177303765,O1 Play from the Back,2nd Half,AaB,O1 Play from the Back,O1 Goal Kick or Free Kick,Ball Loss --> D4 Defend The Box,Unsuccessful,76 - 90 min,,
354,355,1,5305.629061184098,5335.538030361432,D4 Defending the Box,2nd Half,AaB,,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Transition,
355,356,1,5316.911455669765,5343.140491941432,D4 Defending the Box,2nd Half,AaB,,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Established Play,
356,357,1,5335.447615966097,5393.651811655432,D4 Defending the Box,2nd Half,AaB,,Central Area,Intercepted by Defence,Successful,76 - 90 min,Corner Kick,
357,358,1,5378.031352444765,5402.320146668786,def corner,2nd Half,AaB,,Central Area,,,,,
358,359,1,5400.291809497097,5425.642465146432,D4 Defending the Box,2nd Half,AaB,,Square Pass,Intercepted by Defence,Successful,76 - 90 min,Transition,
359,360,1,5408.866666666667,5417.999767041996,O1 Play from the Back,,AaB,O1 Play from the Back,O1 Throw-In,Ball Loss --> D4 Defend The Box,Unsuccessful,76 - 90 min,,True
360,361,1,5416.266880229932,5481.267319468001,Bench,,AaB,,,,,76 - 90 min,,True
361,362,1,5424.738997499431,5461.539223276098,O3 Break Through,2nd Half,AaB,O3 Break Through,Central Play Infront of Backline,Lead to O4 chance,Successful,76 - 90 min,Established Play,
362,363,1,5426.824114010765,5438.7811316340985,O1 Play from the Back,2nd Half,AaB,O1 Play from the Back,O1 After Regain,Progress to Next Phase,Successful,76 - 90 min,,
363,364,1,5439.579538614098,5443.960803330764,O2 Build Up,2nd Half,AaB,O2 Build Up,O1 to O2,Progress to Next Phase,Successful,76 - 90 min,,
364,365,1,5442.297960592764,5465.117413894432,O4 Finishing,2nd Half,AaB,O4 Finishing,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Established Play,True
365,366,1,5469.876872915432,5488.2058376357645,D3 High Pressing,2nd Half,AaB,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,,
366,367,1,5480.919844723097,5532.911895626764,O3 Break Through,2nd Half,AaB,O3 Break Through,,Keep The Ball,Neutral,76 - 90 min,Established Play,
367,368,1,5491.760190082765,5494.1312992020985,O1 Play from the Back,2nd Half,AaB,O1 Play from the Back,O1 After Regain,Progress to Next Phase,Successful,76 - 90 min,,
368,369,1,5495.601018951432,5500.120831915098,O2 Build Up,2nd Half,AaB,O2 Build Up,O1 to O2,Progress to Next Phase,Successful,76 - 90 min,,
369,370,1,5534.032850116431,5537.024793480765,O2 Build Up,2nd Half,AaB,O2 Build Up,O3 to O2,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,,
370,371,1,5538.582539677099,5553.651570137432,D3 Middle / Lower Pressing,2nd Half,AaB,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,,
371,372,1,5554.833658857765,5574.068879842099,O2 Build Up,2nd Half,AaB,O2 Build Up,O2 After Regain,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,,True
372,373,1,5565.793599730098,5589.380030626431,D4 Defending the Box,2nd Half,AaB,,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,Established Play,
373,374,1,5575.225774946431,5611.4086953240985,O3 Break Through,2nd Half,AaB,O3 Break Through,After D4 Def. Box,"Cross, Shot, Set-Piece or Box Entry",Successful,90+ min,Transition,
374,375,1,5575.698971969432,5584.483622939431,D3 Middle / Lower Pressing,2nd Half,AaB,,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,,
375,376,1,5592.151560285099,5617.621637014432,O4 Finishing,2nd Half,AaB,O4 Finishing,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,Transition,True
376,377,1,5625.293016323763,5642.0887356374315,D3 Middle / Lower Pressing,2nd Half,AaB,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,90+ min,,
377,378,1,5636.101780679724,5656.861455555556,Ndividual,,AaB,,,,,,,True
378,379,1,5650.222646079765,5660.795549579431,O2 Build Up,2nd Half,AaB,O2 Build Up,O2 Free Kick,Ball Loss --> D3 Press,Unsuccessful,90+ min,,
379,380,1,5664.660950359764,5670.642124962097,D3 High Pressing,2nd Half,AaB,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,90+ min,,
380,381,1,5667.7116201227645,5724.518274090432,O3 Break Through,2nd Half,AaB,O3 Break Through,Central Play Infront of Backline,"Cross, Shot, Set-Piece or Box Entry",Successful,90+ min,Established Play,
381,382,1,5671.816948927431,5686.369506088765,O2 Build Up,2nd Half,AaB,O2 Build Up,O2 Throw-In,Progress to Next Phase,Successful,90+ min,,
382,383,1,5705.324017911432,5729.661329786432,O4 Finishing,2nd Half,AaB,O4 Finishing,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,Established Play,True
383,384,1,5730.914719889099,5753.558828594764,O2 Build Up,2nd Half,AaB,O2 Build Up,O2 After Regain,Stay In Phase,Neutral,90+ min,,
384,385,1,5754.252766252432,5765.7089256970985,O2 Build Up,2nd Half,AaB,O2 Build Up,O2 Free Kick,Progress to Next Phase,Successful,90+ min,,
385,386,1,5761.100566666667,5781.100566666667,Ndividual,,AaB,,,,,,,True
386,387,1,5783.1070343427655,5823.238528875432,O4 Finishing,2nd Half,AaB,O4 Finishing,"Long Range + 23,5 m",Intercepted by Defence,Unsuccessful,90+ min,Direct Free Kick,
387,388,1,5809.218553174861,5832.363287952097,off free kick,2nd Half,AaB,,,,,,,
