,code_id,period_id,timestamp,end_timestamp,code,Half,Opponent,02. Situation Type,04. Rating,03. Outcomes,Time Period,00. Start Phase,01. Phase,<flag>New Flag
222,223,1,4040.5725315548225,4062.9756135821563,O4 Finishing,,FCM,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",61 - 75 min,O4 Finishing,Transition,
223,224,1,4045.3793046784876,4052.132744949822,D3 High Pressing,,FCM,D3 From Low/Med to High,Successful,Direct to O3/O4 OFF Transit,61 - 75 min,,,
224,225,1,4055.698902376823,4147.303283970488,O4 Finishing,,FCM,Front Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",61 - 75 min,O4 Finishing,Corner Kick,
225,226,1,4133.130319507823,4148.781118340374,off corner,,FCM,Front Area,,,,,,
226,227,1,4148.121106027489,4183.412762512822,D3 High Pressing,,FCM,D3 Goal Kick or Free Kick,Successful,"Intercept. -> Estab. (O1, O2, O3)",61 - 75 min,,,
227,228,1,4174.029027923823,4197.4305520838225,O4 Finishing,,FCM,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",61 - 75 min,O4 Finishing,Established Play,
228,229,1,4175.128517178291,4242.742699999999,Bench,,FCM,,,,,,,True
229,230,1,4177.8102167793895,4184.8501778037335,Ndividual,,FCM,,,,,,,
230,231,1,4178.8370065818235,4210.49730992749,O3 Break Through,,FCM,Transition After CP,Successful,Lead to O4 chance,61 - 75 min,O3 Break Through,Transition,
231,232,1,4181.418121851488,4193.301814180156,O2 Build Up,,FCM,O2 After Regain,Successful,Progress to O4,61 - 75 min,O2 Build Up,,
232,233,1,4191.273239655156,4215.41841266849,O4 Finishing,,FCM,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",61 - 75 min,O4 Finishing,Transition,
233,234,1,4204.5861302070625,4262.062181231063,off corner,,FCM,Front Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",,,,True
234,235,1,4220.884829950821,4258.5204476508225,O4 Finishing,,FCM,Front Area,,,61 - 75 min,O4 Finishing,Corner Kick,
235,236,1,4297.211506029822,4313.624444911822,D3 High Pressing,,FCM,D3 Goal Kick or Free Kick,Neutral,Stay In Phase,61 - 75 min,,,
236,237,1,4311.515663727155,4320.629262714156,D3 Middle / Lower Pressing,,FCM,D3 From High to Med/Low,Successful,"Intercept. -> Estab. (O1, O2, O3)",61 - 75 min,,,
237,238,1,4323.710577893824,4354.456873321487,O1 Play from the Back,,FCM,O1 Throw-In,Unsuccessful,Ball Loss --> D3 Press,61 - 75 min,O1 Play from the Back,,
238,239,1,4357.796167330823,4365.908170423823,D3 Middle / Lower Pressing,,FCM,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",61 - 75 min,,,
239,240,1,4365.328105866489,4396.221500043155,O1 Play from the Back,,FCM,O1 Throw-In,Unsuccessful,Ball Loss --> D3 Press,61 - 75 min,O1 Play from the Back,,
240,241,1,4395.518753040823,4436.951009810156,D3 Middle / Lower Pressing,,FCM,D3 Press on Throw-In,Successful,"Intercept. -> Estab. (O1, O2, O3)",61 - 75 min,,,
241,242,1,4453.60066583949,4480.055069433155,O2 Build Up,,FCM,O2 Free Kick,Unsuccessful,Ball Loss --> D3 Press,61 - 75 min,O2 Build Up,,
242,243,1,4479.491115258822,4500.012046841822,D3 High Pressing,,FCM,D3 Press on Throw-In,Successful,"Intercept. -> Estab. (O1, O2, O3)",61 - 75 min,,,
243,244,1,4484.590952487823,4507.337092359822,O3 Break Through,,FCM,1v1 Wide / Halfspace,Unsuccessful,Ball Loss --> D3 Press,61 - 75 min,O3 Break Through,Established Play,
244,245,1,4529.924461528488,4560.940530615489,D3 High Pressing,,FCM,D3 Goal Kick or Free Kick,Successful,Direct to O3/O4 OFF Transit,61 - 75 min,,,
245,246,1,4542.012034646823,4569.622538113156,O3 Break Through,,FCM,D3 High Press on Opp. Half,Neutral,Keep The Ball,61 - 75 min,O3 Break Through,Transition,True
246,247,1,4556.987528227155,4587.125839756155,O3 Break Through,,FCM,Wide Link Up Play,Neutral,Keep The Ball,76 - 90 min,O3 Break Through,Established Play,
247,248,1,4568.494376920488,4576.178456261155,O2 Build Up,,FCM,O2 After Regain,Successful,Progress to Next Phase,76 - 90 min,O2 Build Up,,
248,249,1,4585.1235510111555,4600.847329709764,O2 Build Up,,FCM,O3 to O2,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O2 Build Up,,True
249,250,1,4589.409037477489,4606.071781919489,D1 Counterpress,,FCM,After O2 build-up,Neutral,Establishing Pressing,76 - 90 min,,,
250,251,1,4607.529559502822,4622.267507838156,D3 Middle / Lower Pressing,,FCM,D3 Press on Throw-In,Neutral,Stay In Phase,76 - 90 min,,,
251,252,1,4621.033580663821,4654.516498095155,D3 High Pressing,,FCM,D3 Press on Throw-In,Neutral,Stay In Phase,76 - 90 min,,,
252,253,1,4652.407933265156,4674.063814832154,D3 Middle / Lower Pressing,,FCM,D3 From High to Med/Low,Successful,Direct to O3/O4 OFF Transit,76 - 90 min,,,
253,254,1,4655.183564978821,4681.080621277155,O3 Break Through,,FCM,D3 Win Ball Low/Middle,Neutral,Keep The Ball,76 - 90 min,O3 Break Through,Transition,
254,255,1,4679.331496640156,4701.596203181156,O2 Build Up,,FCM,O3 to O2,Successful,Progress to Next Phase,76 - 90 min,O2 Build Up,,
255,256,1,4682.748608523823,4709.754707726823,O3 Break Through,,FCM,Wide Link Up Play,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O3 Break Through,Established Play,
256,257,1,4721.09055782482,4746.175171764156,D3 High Pressing,,FCM,D3 Goal Kick or Free Kick,Unsuccessful,D4 Chance,76 - 90 min,,,
257,258,1,4731.290920730822,4749.824191014821,D4 Defending the Box,,FCM,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,,Established Play,
258,259,1,4795.385826136155,4820.93891740049,O1 Play from the Back,,FCM,O1 Goal Kick or Free Kick,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O1 Play from the Back,,
259,260,1,4819.614440147154,4840.589684198823,D3 Middle / Lower Pressing,,FCM,After Ball Loss,Successful,Direct to O3/O4 OFF Transit,76 - 90 min,,,
260,261,1,4848.476909641012,4858.704136584694,Ndividual,,FCM,,,,,,,
261,262,1,4851.5086290491545,4871.267188285489,D3 Middle / Lower Pressing,,FCM,D3 Goal Kick or Free Kick,Neutral,Stay In Phase,76 - 90 min,,,
262,263,1,4869.428572918156,4884.443917608489,D3 Middle / Lower Pressing,,FCM,D3 Press on Throw-In,Neutral,Stay In Phase,76 - 90 min,,,
263,264,1,4880.526032694488,4906.84050961349,O3 Break Through,,FCM,D3 High Press on Opp. Half,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,O3 Break Through,Transition,
264,265,1,4882.171839441823,4896.684028054822,D3 High Pressing,,FCM,D3 From Low/Med to High,Successful,Direct to O3/O4 OFF Transit,76 - 90 min,,,
265,266,1,4887.608627506155,4909.800082492155,O4 Finishing,,FCM,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,O4 Finishing,Transition,
266,267,1,4901.91775571349,4916.050947006488,D1 Counterpress,,FCM,After O3/O4,Neutral,Establishing Pressing,76 - 90 min,,,
267,268,1,4917.425393393154,4933.061107507489,D3 High Pressing,,FCM,D3 Goal Kick or Free Kick,Neutral,Stay In Phase,76 - 90 min,,,
268,269,1,4930.821537088156,4968.6113967314905,D3 Middle / Lower Pressing,,FCM,D3 From High to Med/Low,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,,
269,270,1,4966.380009060822,4997.908696379491,O1 Play from the Back,,FCM,O1 Goal Kick or Free Kick,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O1 Play from the Back,,
270,271,1,4988.968656798488,5023.336503695489,O3 Break Through,,FCM,Transition After CP,Neutral,Keep The Ball,76 - 90 min,O3 Break Through,Transition,
271,272,1,4990.377418716822,5007.91445842249,D1 Counterpress,,FCM,After O1 build-up,Successful,Direct to O3/O4 OFF Transit,76 - 90 min,,,
272,273,1,5021.579423820824,5026.737027961155,O2 Build Up,,FCM,O3 to O2,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O2 Build Up,,
273,274,1,5029.094758703823,5083.191699629822,D3 Middle / Lower Pressing,,FCM,D3 Press on Throw-In,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,,
274,275,1,5084.778185051824,5090.572329199156,O2 Build Up,,FCM,O2 After Regain,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O2 Build Up,,
275,276,1,5092.486256154822,5128.65091891849,D3 High Pressing,,FCM,D3 Goal Kick or Free Kick,Neutral,Stay In Phase,76 - 90 min,,,
276,277,1,5126.377870541821,5142.7740688478225,D3 Middle / Lower Pressing,,FCM,D3 From High to Med/Low,Neutral,Stay In Phase,76 - 90 min,,,
277,278,1,5143.182581578158,5155.346809393155,D3 Middle / Lower Pressing,,FCM,D3 Press on Throw-In,Neutral,Stay In Phase,76 - 90 min,,,
278,279,1,5153.564402377822,5192.0025409978225,D3 Middle / Lower Pressing,,FCM,D3 Press on Throw-In,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,,
279,280,1,5195.383794061489,5217.499262075156,O2 Build Up,,FCM,O2 Throw-In,Neutral,Stay In Phase,76 - 90 min,O2 Build Up,,
280,281,1,5212.617111522824,5229.986152309155,D1 Counterpress,,FCM,After O1 build-up,Neutral,Establishing Pressing,76 - 90 min,,,
281,282,1,5215.922374683489,5220.7200114211555,O1 Play from the Back,,FCM,O2 to O1,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O1 Play from the Back,,
282,283,1,5234.012648089489,5241.778556737157,D3 Middle / Lower Pressing,,FCM,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,,
283,284,1,5239.955668444822,5282.918091901821,O2 Build Up,,FCM,O2 After Regain,Neutral,Stay In Phase,76 - 90 min,O2 Build Up,,
284,285,1,5281.086718207491,5302.959375916489,O2 Build Up,,FCM,O2 Free Kick,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O2 Build Up,,
285,286,1,5301.766003813154,5309.2416288341565,D3 High Pressing,,FCM,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,,
286,287,1,5307.688325936157,5319.444900004157,O2 Build Up,,FCM,O2 After Regain,Neutral,Stay In Phase,76 - 90 min,O2 Build Up,,True
287,288,1,5327.100351066822,5341.247186871489,O2 Build Up,,FCM,O2 Throw-In,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O2 Build Up,,
288,289,1,5344.962224562157,5373.705372862156,D3 Middle / Lower Pressing,,FCM,D3 Goal Kick or Free Kick,Successful,Direct to O3/O4 OFF Transit,76 - 90 min,,,
289,290,1,5354.907382272766,5391.475361955708,O3 Break Through,,FCM,D3 Win Ball Low/Middle,Successful,Lead to O4 chance,76 - 90 min,O3 Break Through,Transition,True
290,291,1,5370.496822102489,5395.458910950822,O4 Finishing,,FCM,Cutback,Successful,Chance,76 - 90 min,O4 Finishing,Transition,
291,292,1,5388.794594388822,5406.042242253823,D2 Finding Balance,,FCM,Quick Restart,Neutral,Establishing Pressing,76 - 90 min,,,
292,293,1,5404.015080393822,5441.2930156354905,D3 Middle / Lower Pressing,,FCM,After Ball Loss,Successful,Direct to O3/O4 OFF Transit,76 - 90 min,,,
293,294,1,5422.094377211821,5445.004510700823,O3 Break Through,,FCM,D3 Win Ball Low/Middle,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O3 Break Through,Transition,
294,295,1,5443.934354155823,5470.145272449822,D3 Middle / Lower Pressing,,FCM,D3 Press on Throw-In,Successful,Direct to O3/O4 OFF Transit,90+ min,,,
295,296,1,5454.585675653489,5486.185938928005,O3 Break Through,,FCM,D3 Win Ball Low/Middle,Successful,Lead to O4 chance,90+ min,O3 Break Through,Transition,True
296,297,1,5458.56746501949,5486.293377180156,O4 Finishing,,FCM,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,O4 Finishing,Transition,
297,298,1,5486.163169845156,5527.191298811154,D3 Middle / Lower Pressing,,FCM,D3 Goal Kick or Free Kick,Successful,Direct to O3/O4 OFF Transit,90+ min,,,
298,299,1,5508.540369175156,5535.423920847823,O3 Break Through,,FCM,After D4 Def. Box,Neutral,Keep The Ball,90+ min,O3 Break Through,Transition,
299,300,1,5533.675001121823,5564.8856916654895,O2 Build Up,,FCM,O2 After Regain,Unsuccessful,Ball Loss --> D3 Press,90+ min,O2 Build Up,,
300,301,1,5555.89996055249,5567.84599213149,D1 Counterpress,,FCM,After O2 build-up,Neutral,Establishing Pressing,90+ min,,,
301,302,1,5566.985763080489,5595.26707354949,D4 Defending the Box,,FCM,,Successful,OFF Transition,90+ min,,Lateral Free Kick,
302,303,1,5576.142461995156,5606.623367288823,O3 Break Through,,FCM,D3 Win Ball Low/Middle,Successful,"Cross, Shot, Set-Piece or Box Entry",90+ min,O3 Break Through,Transition,
303,304,1,5590.228955530175,5666.945859700933,off free kick,,FCM,,,,,,,True
304,305,1,5628.088624426489,5662.349932787488,O4 Finishing,,FCM,Short Variation,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,O4 Finishing,Lateral Free Kick,
305,306,1,5660.952117549488,5679.164190535821,D3 High Pressing,,FCM,After Ball Loss,Neutral,Stay In Phase,90+ min,,,
306,307,1,5669.148833811154,5694.830653751489,O3 Break Through,,FCM,D3 Win Ball Low/Middle,Unsuccessful,Ball Loss --> D3 Press,90+ min,O3 Break Through,Transition,
307,308,1,5676.949063732489,5688.159261802155,D3 Middle / Lower Pressing,,FCM,D3 From High to Med/Low,Successful,Direct to O3/O4 OFF Transit,90+ min,,,
308,309,1,5695.787744450823,5710.419736663824,D3 High Pressing,,FCM,After Ball Loss,Neutral,Stay In Phase,90+ min,,,
