,code_id,period_id,timestamp,end_timestamp,code,Half,Opponent,00. Start Phase,02. Situation Type,04. Rating,03. Outcomes,Time Period,01. Phase,<flag>New Flag
346,347,1,4805.226909043697,4829.95239350903,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
347,348,1,4821.7261690863625,4836.9830675016965,D2 Finding Balance,2nd Half,Horsens,,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,
348,349,1,4830.782624351696,4861.51760434003,O3 Break Through,2nd Half,Horsens,O3 Break Through,Wide Link Up Play,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
349,350,1,4832.92064362703,4850.06305889603,O2 Build Up,2nd Half,Horsens,O2 Build Up,O2 After Regain,Successful,Progress to Next Phase,76 - 90 min,,
350,351,1,4842.277837705696,4864.877373135029,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
351,352,1,4846.188022222223,4866.188022222223,Ndividual,,Horsens,,,,,,,True
352,353,1,4847.003465814363,4872.117808153363,O3 Break Through,2nd Half,Horsens,O3 Break Through,,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
353,354,1,4852.772014190363,4875.305971085363,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
354,355,1,4881.03758103803,4920.29740600903,O4 Finishing,2nd Half,Horsens,O4 Finishing,Central Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Corner Kick,
355,356,1,4907.94496433103,4918.94496433103,off corner,2nd Half,Horsens,,Central Area,,,,,
356,357,1,4915.038557025363,4952.768782428362,O4 Finishing,2nd Half,Horsens,O4 Finishing,Front Area,,,76 - 90 min,Corner Kick,
357,358,1,4943.778097249696,4954.778097249696,off corner,2nd Half,Horsens,O2 Build Up,Front Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",,,
358,359,1,4944.714476627362,4976.315574224029,O3 Break Through,2nd Half,Horsens,O3 Break Through,1v1 Wide / Halfspace,Neutral,Keep The Ball,76 - 90 min,Established Play,
359,360,1,4949.583861809697,4963.815149275363,O2 Build Up,2nd Half,Horsens,O2 Build Up,O2 After Regain,Successful,Progress to Next Phase,76 - 90 min,,
360,361,1,4972.52788511603,5000.157957681696,O2 Build Up,2nd Half,Horsens,O2 Build Up,O2 Throw-In,Successful,Progress to Next Phase,76 - 90 min,,
361,362,1,4981.580272213364,5006.517747418362,O3 Break Through,2nd Half,Horsens,O3 Break Through,Wide Link Up Play,Neutral,Keep The Ball,76 - 90 min,Established Play,
362,363,1,4988.357492692696,5016.45105103003,O3 Break Through,2nd Half,Horsens,O3 Break Through,Quick Restart,Neutral,Keep The Ball,76 - 90 min,Throw In,
363,364,1,5004.467643254029,5040.75351162203,O3 Break Through,2nd Half,Horsens,O3 Break Through,Wide Link Up Play,Neutral,Keep The Ball,76 - 90 min,Established Play,
364,365,1,5012.210950310696,5023.658357825362,O2 Build Up,2nd Half,Horsens,O2 Build Up,O3 to O2,Successful,Progress to Next Phase,76 - 90 min,,
365,366,1,5034.04184459303,5056.804945244029,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
366,367,1,5037.45443823103,5053.273542115363,O2 Build Up,2nd Half,Horsens,O2 Build Up,O3 to O2,Neutral,Stay In Phase,76 - 90 min,,
367,368,1,5040.361461832363,5071.410776882363,O3 Break Through,2nd Half,Horsens,O3 Break Through,1v1 Wide / Halfspace,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
368,369,1,5052.089328119029,5074.746472089697,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
369,370,1,5055.809280498029,5098.149986593696,O4 Finishing,2nd Half,Horsens,O4 Finishing,Back Area,,,76 - 90 min,Corner Kick,
370,371,1,5079.5234495920295,5104.9930112543625,O3 Break Through,2nd Half,Horsens,O3 Break Through,1v1 Wide / Halfspace,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
371,372,1,5085.867916911697,5109.456841943697,O4 Finishing,2nd Half,Horsens,O4 Finishing,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
372,373,1,5088.460362511697,5099.460362511697,off corner,2nd Half,Horsens,,Back Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",,,
373,374,1,5090.486838294362,5132.274541183695,O4 Finishing,2nd Half,Horsens,O4 Finishing,Front Area,Unsuccessful,Intercepted by Defence,76 - 90 min,Corner Kick,
374,375,1,5105.1288888888885,5125.1288888888885,Ndividual,,Horsens,,,,,,,True
375,376,1,5117.010012503362,5128.010012503362,off corner,2nd Half,Horsens,,,,,,,
376,377,1,5139.524401528696,5158.335456148697,D3 Middle / Lower Pressing,2nd Half,Horsens,,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,
377,378,1,5150.825654051696,5196.767097276029,O3 Break Through,2nd Half,Horsens,O3 Break Through,Wide Link Up Play,Neutral,Keep The Ball,76 - 90 min,Established Play,
378,379,1,5154.234821443696,5169.942263880363,O2 Build Up,2nd Half,Horsens,O2 Build Up,O2 After Regain,Successful,Progress to Next Phase,76 - 90 min,,
379,380,1,5189.875534604696,5219.999917600696,O3 Break Through,2nd Half,Horsens,O3 Break Through,1v1 Wide / Halfspace,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
380,381,1,5192.952627887363,5209.049708085362,O2 Build Up,2nd Half,Horsens,O2 Build Up,O3 to O2,Successful,Progress to Next Phase,76 - 90 min,,
381,382,1,5224.493183531697,5270.573780054697,O4 Finishing,2nd Half,Horsens,O4 Finishing,Close Range 16-20 m.,Successful,Chance,76 - 90 min,Direct Free Kick,
382,383,1,5255.675570972696,5266.675570972696,off free kick,2nd Half,Horsens,,,,,,Direct Free Kick,
383,384,1,5263.205813974697,5286.386054095029,O4 Finishing,2nd Half,Horsens,O4 Finishing,Long Throw,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Throw In,
384,385,1,5268.814119560363,5295.035895124363,O3 Break Through,2nd Half,Horsens,O3 Break Through,Early Through Pass or Cross,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
385,386,1,5272.722544444445,5302.722544444445,Bench,,Horsens,,,,,,,True
386,387,1,5276.408889133696,5301.102040601697,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
387,388,1,5283.17659916603,5288.814119560363,O2 Build Up,2nd Half,Horsens,O2 Build Up,,,,76 - 90 min,,
388,389,1,5293.775395392029,5309.19530943003,D2 Finding Balance,2nd Half,Horsens,,After Offensive Set-Piece,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,
389,390,1,5303.396233020029,5330.035030379696,O3 Break Through,2nd Half,Horsens,O3 Break Through,Early Through Pass or Cross,Successful,Lead to O4 chance,76 - 90 min,Established Play,
390,391,1,5305.299042134363,5322.660567525696,O2 Build Up,2nd Half,Horsens,O2 Build Up,O2 After Regain,Successful,Progress to Next Phase,76 - 90 min,,
391,392,1,5309.573966666667,5329.573966666667,Ndividual,,Horsens,,,,,,,True
392,393,1,5310.754082276696,5343.0793324550295,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Successful,Chance,76 - 90 min,Established Play,
393,394,1,5325.000848401696,5384.60854703603,O4 Finishing,2nd Half,Horsens,O4 Finishing,Front Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Corner Kick,
394,395,1,5368.287220799362,5391.736766430363,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
395,396,1,5369.110511111111,5389.110511111111,Ndividual,,Horsens,,,,,,,True
396,397,1,5371.95804712503,5382.95804712503,off corner,2nd Half,Horsens,,Front Area,,,,,
397,398,1,5373.470070801363,5411.585744391696,O4 Finishing,2nd Half,Horsens,O4 Finishing,Back Area,,,76 - 90 min,Corner Kick,
398,399,1,5393.6302768766955,5426.413900852031,O3 Break Through,2nd Half,Horsens,O3 Break Through,1v1 Wide / Halfspace,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
399,400,1,5400.646315246363,5411.646315246363,off corner,2nd Half,Horsens,,Back Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",,,
400,401,1,5407.3708422656955,5430.485272896362,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
401,402,1,5423.886374292029,5436.412616785363,D2 Finding Balance,2nd Half,Horsens,,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,
402,403,1,5426.201130397363,5452.602365239362,O3 Break Through,2nd Half,Horsens,O3 Break Through,1v1 Wide / Halfspace,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
403,404,1,5429.618133333333,5459.618133333333,Bench,,Horsens,,,,,,,True
404,405,1,5432.565677652696,5445.481826680361,O2 Build Up,2nd Half,Horsens,O2 Build Up,O2 After Regain,Successful,Progress to Next Phase,76 - 90 min,,
405,406,1,5433.428264704029,5456.608811918695,O4 Finishing,2nd Half,Horsens,O4 Finishing,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
406,407,1,5442.985598044363,5473.784962401696,O3 Break Through,2nd Half,Horsens,O3 Break Through,1v1 Wide / Halfspace,Successful,Lead to O4 chance,76 - 90 min,Established Play,
407,408,1,5452.982341769364,5462.17647029203,O2 Build Up,2nd Half,Horsens,O2 Build Up,O2 After Regain,Successful,Progress to Next Phase,76 - 90 min,,
408,409,1,5454.562332898697,5481.789553550362,O4 Finishing,2nd Half,Horsens,O4 Finishing,Square Pass,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Established Play,
409,410,1,5490.660217482029,5505.751696262696,D3 Middle / Lower Pressing,2nd Half,Horsens,,D3 Goal Kick or Free Kick,Successful,"Intercept. -> Estab. (O1, O2, O3)",90+ min,,
410,411,1,5501.723918475696,5515.22473924003,O2 Build Up,2nd Half,Horsens,O2 Build Up,O2 After Regain,Neutral,Stay In Phase,90+ min,,
411,412,1,5511.582372093029,5532.339039477361,O2 Build Up,2nd Half,Horsens,O2 Build Up,O2 Throw-In,Successful,Progress to Next Phase,90+ min,,
412,413,1,5513.181627845697,5566.275907509364,O3 Break Through,2nd Half,Horsens,O3 Break Through,Central Play Infront of Backline,Successful,"Cross, Shot, Set-Piece or Box Entry",90+ min,Established Play,
413,414,1,5547.240898132695,5570.061144200362,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,Established Play,
414,415,1,5572.787587892364,5594.154403506697,O2 Build Up,2nd Half,Horsens,O2 Build Up,O2 After Regain,Successful,Progress to Next Phase,90+ min,,
415,416,1,5574.914971361363,5599.803991465029,O3 Break Through,2nd Half,Horsens,O3 Break Through,1v1 Wide / Halfspace,Successful,Lead to O4 chance,90+ min,Established Play,
416,417,1,5580.506570169029,5603.426001068361,O4 Finishing,2nd Half,Horsens,O4 Finishing,1v1,Successful,Chance,90+ min,Established Play,
417,418,1,5586.990258762029,5635.256782919363,O4 Finishing,2nd Half,Horsens,O4 Finishing,Central Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,Corner Kick,
418,419,1,5620.866548282029,5658.75000326503,O3 Break Through,2nd Half,Horsens,O3 Break Through,Long Throw,Successful,"Cross, Shot, Set-Piece or Box Entry",90+ min,Throw In,
419,420,1,5624.1228242510315,5635.1228242510315,off corner,2nd Half,Horsens,,Central Area,,,,,
420,421,1,5643.08340619003,5674.290552264361,O3 Break Through,2nd Half,Horsens,O3 Break Through,Central Play Infront of Backline,Successful,"Cross, Shot, Set-Piece or Box Entry",90+ min,Established Play,
421,422,1,5646.205991712695,5657.205991712695,off throw,2nd Half,Horsens,,Long Throw,,,,,
422,423,1,5655.607160552363,5678.109074021362,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,Established Play,
423,424,1,5660.390106288363,5694.35480337903,O3 Break Through,2nd Half,Horsens,O3 Break Through,Central Play Infront of Backline,Successful,"Cross, Shot, Set-Piece or Box Entry",90+ min,Established Play,
424,425,1,5675.099051179363,5697.829441587364,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,Established Play,
425,426,1,5690.638702430029,5713.916876209696,O4 Finishing,2nd Half,Horsens,O4 Finishing,Chipball,Unsuccessful,Intercepted by Defence,90+ min,Established Play,
426,427,1,5694.104816171697,5708.325001507696,O2 Build Up,2nd Half,Horsens,O2 Build Up,O2 Throw-In,Unsuccessful,Ball Loss --> D3 Press,90+ min,,
