,code_id,period_id,timestamp,end_timestamp,code,Opponent,01. Phase,02. Situation Type,Half,03. Outcomes,04. Rating,Time Period,00. Start Phase,<flag>New Flag
0,1,1,0.0,0.5,KO,OB,,,,,,,,
1,2,1,0.0,16.995566666666665,D4 Defending the Box,OB,Established Play,Through Pass,1st Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,,
2,3,1,1.4978450309931859,13.890489189978247,D3 Middle / Lower Pressing,OB,,D3 Goal Kick or Free Kick,1st Half,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,0 - 15 min,,
3,4,1,24.596829191982035,33.29412174098249,O1 Play from the Back,OB,,O1 Goal Kick or Free Kick,1st Half,Progress to O3-O4,Successful,0 - 15 min,O1 Play from the Back,
4,5,1,35.66970830197635,47.77898053599703,D2 Finding Balance,OB,,After Ball Loss,1st Half,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,0 - 15 min,,
5,6,1,53.37813194700766,86.98385644297612,D4 Defending the Box,OB,Lateral Free Kick,Central Area,1st Half,Intercepted by Defence,Successful,0 - 15 min,,
6,7,1,68.49770740101765,79.49770740101765,def free kick,OB,Lateral Free Kick,Central Area,1st Half,,,,,
7,8,1,85.68074792001754,106.23124444444444,D4 Defending the Box,OB,Transition,Square Pass,1st Half,Intercepted by Defence,Successful,0 - 15 min,,
8,9,1,91.59854139599135,93.3967483799872,O1 Play from the Back,OB,,,1st Half,,,0 - 15 min,O1 Play from the Back,
9,10,1,93.79664618700855,104.19018231601184,O1 Play from the Back,OB,,O1 After Regain,1st Half,Ball Loss --> D4 Defend The Box,Unsuccessful,0 - 15 min,O1 Play from the Back,
10,11,1,114.19641735800003,128.793342637,O1 Play from the Back,OB,,O1 After Regain,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,O1 Play from the Back,
11,12,1,135.19106568698774,141.2863877450043,D3 Middle / Lower Pressing,OB,,After Ball Loss,1st Half,Stay In Phase,Neutral,0 - 15 min,,
12,13,1,142.48366549599734,149.1831701649937,D3 High Pressing,OB,,D3 From Low/Med to High,1st Half,Stay In Phase,Neutral,0 - 15 min,,
13,14,1,145.47821720799308,163.6921901579885,O4 Finishing,OB,Transition,1v1,1st Half,Open Chance,Successful,0 - 15 min,O4 Finishing,
14,15,1,145.99759498698492,168.99759498698492,Goal FCN,OB,,Transition,1st Half,,,,,
15,16,1,154.99700597399283,164.38708104400303,D3 High Pressing,OB,,D3 Press on Throw-In,1st Half,Direct to O3/O4 OFF Transit,Successful,0 - 15 min,,
16,17,1,213.49776073499257,226.88461038100047,D3 Middle / Lower Pressing,OB,,D3 Goal Kick or Free Kick,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
17,18,1,228.1957810570062,252.28175964597438,D1 Counterpress,OB,,Transition on Transition,1st Half,Direct to O3/O4 OFF Transit,Successful,0 - 15 min,,
18,19,1,231.98175551999435,259.08482992300185,O3 Break Through,OB,Transition,Transition After CP,1st Half,Keep The Ball,Neutral,0 - 15 min,O3 Break Through,
19,20,1,264.59780680901747,292.28749666198814,O2 Build Up,OB,,O2 Throw-In,1st Half,Progress to Next Phase,Successful,0 - 15 min,O2 Build Up,
20,21,1,273.49401632299015,299.3768,O3 Break Through,OB,Established Play,1v1 Wide / Halfspace,1st Half,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,O3 Break Through,
21,22,1,279.3768,302.6884923250129,O4 Finishing,OB,Established Play,Cutback,1st Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,O4 Finishing,
22,23,1,279.9937543530058,304.64237777777777,O4 Finishing,OB,Transition,1v1,1st Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,O4 Finishing,
23,24,1,292.69244912196905,318.29398005699346,O3 Break Through,OB,Transition,Transition After CP,1st Half,Keep The Ball,Neutral,0 - 15 min,O3 Break Through,
24,25,1,304.0971150070017,309.8912857989983,D1 Counterpress,OB,,After O3/O4,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
25,26,1,321.4825162099959,356.87988431197795,O2 Build Up,OB,,O2 After Regain,1st Half,Progress to Next Phase,Successful,0 - 15 min,O2 Build Up,
26,27,1,334.0980579239986,360.6259,O4 Finishing,OB,Established Play,Chipball,1st Half,Intercepted by Defence,Unsuccessful,0 - 15 min,O4 Finishing,
27,28,1,366.4915563220088,399.64166666666665,D3 High Pressing,OB,,D3 Press on Throw-In,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
28,29,1,399.64166666666665,401.6789046639843,O2 Build Up,OB,,O2 After Regain,1st Half,Stay In Phase,Neutral,0 - 15 min,O2 Build Up,
29,30,1,402.4849623459928,407.28005094097085,O1 Play from the Back,OB,,O2 to O1,1st Half,Progress to Next Phase,Successful,0 - 15 min,O1 Play from the Back,
30,31,1,408.38979378997044,423.88525638997015,O2 Build Up,OB,,O1 to O2,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,O2 Build Up,
31,32,1,424.5477888888889,426.2890694029877,D1 Counterpress,OB,,After O2 build-up,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
32,33,1,434.68678284701457,468.47940873499306,D3 High Pressing,OB,,After Ball Loss,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
33,34,1,457.3789965229797,478.3900607529895,O3 Break Through,OB,Transition,Transition After CP,1st Half,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,O3 Break Through,
34,35,1,459.91595555555557,481.4843045619886,O4 Finishing,OB,Transition,Square Pass,1st Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,O4 Finishing,
35,36,1,471.479095653983,475.87841349699346,D1 Counterpress,OB,,After O2 build-up,1st Half,Direct to O3/O4 OFF Transit,Successful,0 - 15 min,,
36,37,1,471.68341658799886,508.67913074099545,O3 Break Through,OB,Throw In,Short Throw-In,1st Half,Keep The Ball,Neutral,0 - 15 min,O3 Break Through,
37,38,1,509.6922820399896,532.5934598020132,O2 Build Up,OB,,O3 to O2,1st Half,Stay In Phase,Neutral,0 - 15 min,O2 Build Up,
38,39,1,532.782205588,564.8827896469884,O3 Break Through,OB,Established Play,Wide Link Up Play,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,O3 Break Through,
39,40,1,535.3945438560011,551.7902607209778,O2 Build Up,OB,,O3 to O2,1st Half,Progress to Next Phase,Successful,0 - 15 min,O2 Build Up,
40,41,1,565.8822192549972,569.8821065419659,D1 Counterpress,OB,,After O3/O4,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
41,42,1,573.6913814339706,600.2921231020138,O2 Build Up,OB,,O2 Throw-In,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,O2 Build Up,
42,43,1,600.6840020259935,607.691487753997,D1 Counterpress,OB,,After O2 build-up,1st Half,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,0 - 15 min,,
43,44,1,622.2879701019688,635.1797992469797,D3 Middle / Lower Pressing,OB,,D3 Goal Kick or Free Kick,1st Half,Stay In Phase,Neutral,0 - 15 min,,
44,45,1,635.8838029129785,681.3716271129921,D3 High Pressing,OB,,D3 From Low/Med to High,1st Half,Direct to O3/O4 OFF Transit,Successful,0 - 15 min,,True
45,46,1,659.0902813370096,684.3775686289853,O3 Break Through,OB,Transition,D3 High Press on Opp. Half,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,O3 Break Through,
46,47,1,686.7862221359902,714.184487206983,D3 High Pressing,OB,,After Ball Loss,1st Half,Stay In Phase,Neutral,0 - 15 min,,
47,48,1,715.1816624819696,756.1143111111111,D3 Middle / Lower Pressing,OB,,D3 From High to Med/Low,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
48,49,1,763.1984066769916,783.580474408969,O2 Build Up,OB,,O2 Free Kick,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,O2 Build Up,
49,50,1,785.4795381870141,802.2261444444445,D3 Middle / Lower Pressing,OB,,D3 Press on Throw-In,1st Half,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,0 - 15 min,,
50,51,1,820.3869779370015,844.2890902039895,D4 Defending the Box,OB,Lateral Free Kick,Central Area,1st Half,Chance,Unsuccessful,0 - 15 min,,
51,52,1,820.8940211210171,846.6730888888889,D4 Defending the Box,OB,Lateral Free Kick,Central Area,1st Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,,
52,53,1,835.4989641679934,846.4989641679934,def free kick,OB,Lateral Free Kick,Central Area,1st Half,,,,,
53,54,1,853.5975931379899,863.3867783209869,O1 Play from the Back,OB,,O1 After Regain,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,O1 Play from the Back,
54,55,1,863.5977745850029,926.2926249219865,D3 Middle / Lower Pressing,OB,,,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
55,56,1,928.1855103419772,938.9833328799803,D2 Finding Balance,OB,,Transition on Transition,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,,,
56,57,1,970.1909678440107,981.2828570759867,O1 Play from the Back,OB,,O1 Goal Kick or Free Kick,1st Half,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,O1 Play from the Back,
57,58,1,1013.0701588869838,1077.798611111111,D3 Middle / Lower Pressing,OB,,After Ball Loss,,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,
58,59,1,1091.4820677569976,1101.0838859099993,O1 Play from the Back,OB,,O1 Throw-In,,Stay In Phase,Neutral,16 - 30 min,O1 Play from the Back,
59,60,1,1113.2792347459995,1141.2353333333333,O3 Break Through,OB,Established Play,1v1 Wide / Halfspace,,"Cross, Shot, Set-Piece or Box Entry",Successful,16 - 30 min,O3 Break Through,
60,61,1,1113.8968955679993,1140.9652157919745,O1 Play from the Back,OB,,O1 Goal Kick or Free Kick,,Progress to O3-O4,Successful,16 - 30 min,O1 Play from the Back,True
61,62,1,1121.2353333333333,1142.6831001489993,O4 Finishing,OB,Established Play,Square Pass,,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,O4 Finishing,
62,63,1,1145.8984485279996,1157.391354523999,D1 Counterpress,OB,,After O3/O4,,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,
63,64,1,1155.9974218359976,1203.0909666666666,O2 Build Up,OB,,O2 After Regain,,Progress to Next Phase,Successful,16 - 30 min,O2 Build Up,
64,65,1,1183.0909666666666,1210.8833222222222,O3 Break Through,OB,Established Play,Wide Link Up Play,,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,O3 Break Through,
65,66,1,1211.4961028969994,1221.1869260410006,D2 Finding Balance,OB,,After Ball Loss,,Establishing Pressing,Neutral,16 - 30 min,,
66,67,1,1248.278274934998,1272.0919900929962,D4 Defending the Box,OB,Lateral Free Kick,Back Area,,Intercepted by Defence,Successful,16 - 30 min,,
67,68,1,1262.5988804719996,1273.5988804719996,def free kick,OB,,,,,,,,
68,69,1,1274.2989996570004,1292.390101852001,O1 Play from the Back,OB,,O1 After Regain,,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,O1 Play from the Back,
69,70,1,1300.793928795999,1324.0700326690003,D3 High Pressing,OB,,D3 Press on Throw-In,,Stay In Phase,Neutral,16 - 30 min,,
70,71,1,1329.9989629490033,1354.2998936219865,D4 Defending the Box,OB,Established Play,Chipball,,Chance,Unsuccessful,16 - 30 min,,
71,72,1,1338.199523636002,1353.6980569270063,D3 Middle / Lower Pressing,OB,,D3 Press on Throw-In,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,16 - 30 min,,
72,73,1,1358.699144084995,1381.7989515780016,O1 Play from the Back,OB,,O1 After Regain,,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,O1 Play from the Back,
73,74,1,1385.4986274279938,1398.827988888889,D3 Middle / Lower Pressing,OB,,After Ball Loss,,Stay In Phase,Neutral,16 - 30 min,,
74,75,1,1398.827988888889,1418.2965798409875,D3 Middle / Lower Pressing,OB,,After Ball Loss,,Stay In Phase,Neutral,16 - 30 min,,
75,76,1,1408.4797777777778,1428.4797777777778,D4 Defending the Box,OB,Established Play,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,,
76,77,1,1419.5988490609939,1427.9988855070005,D3 Middle / Lower Pressing,OB,,After Ball Loss,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,16 - 30 min,,
77,78,1,1434.099508678995,1442.9997194209993,D3 Middle / Lower Pressing,OB,,D3 Press on Throw-In,,Stay In Phase,Neutral,16 - 30 min,,
78,79,1,1434.5987030739896,1459.1992479449996,D4 Defending the Box,OB,Established Play,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,,
79,80,1,1444.1981901019994,1457.245897744,D3 Middle / Lower Pressing,OB,,D3 Press on Throw-In,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,16 - 30 min,,
80,81,1,1453.3981739069952,1476.4980120329951,D4 Defending the Box,OB,Established Play,Chipball,,Intercepted by Defence,Successful,16 - 30 min,,
81,82,1,1461.2991408109895,1472.5980406149968,D3 Middle / Lower Pressing,OB,,After Ball Loss,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,16 - 30 min,,
82,83,1,1467.9987784089953,1490.9988580449935,D4 Defending the Box,OB,Transition,Pass Infront of Backline,,Chance,Unsuccessful,16 - 30 min,,
83,84,1,1477.898918680989,1486.5989770659962,O1 Play from the Back,OB,,O1 Goal Kick or Free Kick,,Ball Loss --> D4 Defend The Box,Unsuccessful,16 - 30 min,O1 Play from the Back,
84,85,1,1483.9990992469939,1510.4987128370065,O3 Break Through,OB,Established Play,1v1 Wide / Halfspace,,Keep The Ball,Neutral,16 - 30 min,O3 Break Through,
85,86,1,1490.799468048008,1520.2991633909876,O3 Break Through,OB,Throw In,Quick Restart,,"Cross, Shot, Set-Piece or Box Entry",Successful,16 - 30 min,O3 Break Through,
86,87,1,1492.4984281089971,1499.7989765199961,O1 Play from the Back,OB,,O1 Goal Kick or Free Kick,,Progress to Next Phase,Successful,16 - 30 min,O1 Play from the Back,
87,88,1,1500.397882987997,1502.9988538749858,O2 Build Up,OB,,O1 to O2,,Progress to Next Phase,Successful,16 - 30 min,O2 Build Up,
88,89,1,1500.898771636005,1521.5980314030055,O4 Finishing,OB,Established Play,1v1,,Chance,Successful,16 - 30 min,O4 Finishing,True
89,90,1,1531.1976279839973,1549.9987697049892,D3 High Pressing,OB,,D3 Goal Kick or Free Kick,,Stay In Phase,Neutral,16 - 30 min,,
90,91,1,1551.1992434339925,1557.298611103995,D2 Finding Balance,OB,,D3 High Press on Opp. Half,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,16 - 30 min,,
91,92,1,1572.1997706450045,1600.0986579760045,D4 Defending the Box,OB,Lateral Free Kick,Central Area,,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,,
92,93,1,1586.898185037993,1597.898185037993,def free kick,OB,Lateral Free Kick,Central Area,,,,,,
93,94,1,1603.6995352670046,1659.1981312279959,D3 Middle / Lower Pressing,OB,,D3 Press on Throw-In,,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,
94,95,1,1637.1984305510061,1663.6985862369982,O3 Break Through,OB,Transition,D3 Win Ball Low/Middle,,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,O3 Break Through,
95,96,1,1654.2977326699877,1677.597803586997,D4 Defending the Box,OB,Established Play,Through Pass,,Intercepted by Defence,Successful,16 - 30 min,,
96,97,1,1656.2991451999922,1685.699757583997,O3 Break Through,OB,Transition,After D4 Def. Box,,Keep The Ball,Neutral,16 - 30 min,O3 Break Through,
97,98,1,1665.6968462639911,1673.498907670991,D3 Middle / Lower Pressing,OB,,After Ball Loss,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,16 - 30 min,,
98,99,1,1687.2983901139994,1707.0985340990014,O2 Build Up,OB,,O2 Free Kick,,Stay In Phase,Neutral,16 - 30 min,O2 Build Up,
99,100,1,1707.798593046993,1730.3984222040006,O1 Play from the Back,OB,,O2 to O1,,Progress to O3-O4,Successful,16 - 30 min,O1 Play from the Back,
100,101,1,1712.5980795219893,1739.3991618929954,O3 Break Through,OB,Established Play,Early Through Pass or Cross,,Lead to O4 chance,Successful,16 - 30 min,O3 Break Through,
101,102,1,1714.7586666666666,1744.7586666666666,Bench,OB,,,,,,,,True
102,103,1,1720.6431666666667,1740.6431666666667,O4 Finishing,OB,Established Play,Square Pass,,Open Chance,Successful,16 - 30 min,O4 Finishing,
103,104,1,1750.9996234979938,1768.3987947449948,D3 High Pressing,OB,,D3 Goal Kick or Free Kick,,Stay In Phase,Neutral,16 - 30 min,,
104,105,1,1769.2990183000045,1786.3989751320034,D3 Middle / Lower Pressing,OB,,D3 From High to Med/Low,,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,
105,106,1,1794.8233777777778,1820.7986065349814,O1 Play from the Back,OB,,O2 to O1,,Progress to Next Phase,Successful,16 - 30 min,O1 Play from the Back,
106,107,1,1812.4179249730603,1852.7987557589959,O2 Build Up,OB,,O2 After Regain,,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,O2 Build Up,
107,108,1,1842.8888444444444,1865.6962859799835,D1 Counterpress,OB,,After O2 build-up,,Establishing Pressing,Neutral,31 - 45 min,,
108,109,1,1854.1989399810013,1881.598878561993,D3 Middle / Lower Pressing,OB,,After Ball Loss,,Direct to O3/O4 OFF Transit,Successful,31 - 45 min,,
109,110,1,1862.9982822769866,1887.9983238229954,O3 Break Through,OB,Transition,D3 Win Ball Low/Middle,,"Cross, Shot, Set-Piece or Box Entry",Successful,31 - 45 min,O3 Break Through,
110,111,1,1863.7979562739959,1889.098815565006,O4 Finishing,OB,Transition,Through Pass,,Intercepted by Defence,Unsuccessful,31 - 45 min,O4 Finishing,
111,112,1,1889.698977897988,1935.8343,D3 Middle / Lower Pressing,OB,,D3 Goal Kick or Free Kick,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,31 - 45 min,,
112,113,1,1915.8343,1939.099273866999,D4 Defending the Box,OB,Established Play,Through Pass,,"Cross, Shot, Set-Piece or Box Entry",Neutral,31 - 45 min,,
113,114,1,1929.9995154679923,1958.6985609189935,D4 Defending the Box,OB,Established Play,Cutback,,Chance,Unsuccessful,31 - 45 min,,
114,115,1,1942.5981807269989,1959.8992903420055,D3 Middle / Lower Pressing,OB,,D3 Press on Throw-In,,D4 Chance,Unsuccessful,31 - 45 min,,
115,116,1,1960.498403597993,1976.6997639959827,O1 Play from the Back,OB,,O1 After Regain,,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,O1 Play from the Back,
116,117,1,1978.1980890419875,1982.6995673990007,D1 Counterpress,OB,,After O1 build-up,,"Intercept. -> Estab. (O1, O2, O3)",Successful,31 - 45 min,,
117,118,1,1986.4983291639846,2017.098738488998,O2 Build Up,OB,,O2 Free Kick,,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,O2 Build Up,
118,119,1,2020.098767010995,2033.3979747269987,D3 High Pressing,OB,,After Ball Loss,,Stay In Phase,Neutral,31 - 45 min,,
119,120,1,2026.4987609589996,2051.6995178679913,D4 Defending the Box,OB,Established Play,Pass Infront of Backline,,"Cross, Shot, Set-Piece or Box Entry",Neutral,31 - 45 min,,
120,121,1,2034.1993400719946,2045.3989277279877,D3 Middle / Lower Pressing,OB,,D3 From High to Med/Low,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,31 - 45 min,,
121,122,1,2053.79853782,2093.199324466001,O1 Play from the Back,OB,,O1 Goal Kick or Free Kick,,Progress to O3-O4,Successful,31 - 45 min,O1 Play from the Back,
122,123,1,2071.6998286639882,2097.2998120909933,O3 Break Through,OB,Established Play,Central Play Infront of Backline,,"Cross, Shot, Set-Piece or Box Entry",Successful,31 - 45 min,O3 Break Through,
123,124,1,2078.198920558986,2101.3989228239893,O4 Finishing,OB,Established Play,1v1,,Chance,Successful,31 - 45 min,O4 Finishing,
124,125,1,2102.2988258459873,2142.2986587569962,O4 Finishing,OB,Corner Kick,Front Area,,Open Chance,Successful,31 - 45 min,O4 Finishing,True
125,126,1,2128.598705588998,2139.598705588998,off corner,OB,,Front Area,,,,,,
126,127,1,2148.1951140099904,2170.7989879059855,D3 High Pressing,OB,,D3 Goal Kick or Free Kick,,Stay In Phase,Neutral,31 - 45 min,,
127,128,1,2171.8981407519877,2232.299625400998,D3 Middle / Lower Pressing,OB,,D3 From High to Med/Low,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,31 - 45 min,,
128,129,1,2213.414711111111,2237.6984739719937,D4 Defending the Box,OB,Established Play,Through Pass,,Chance,Neutral,31 - 45 min,,
129,130,1,2255.3991668829917,2267.1997920679883,O1 Play from the Back,OB,,O1 Throw-In,,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,O1 Play from the Back,
130,131,1,2269.2990302519943,2296.9974789659937,D3 Middle / Lower Pressing,OB,,After Ball Loss,,Stay In Phase,Neutral,31 - 45 min,,
131,132,1,2340.3000056449955,2374.0989772140065,D4 Defending the Box,OB,Lateral Free Kick,Back Area,,OFF Transition,Successful,31 - 45 min,,
132,133,1,2347.898328155992,2384.699068688989,O3 Break Through,OB,Transition,After D4 Def. Box,,Keep The Ball,Neutral,31 - 45 min,O3 Break Through,
133,134,1,2359.297943669991,2370.297943669991,def free kick,OB,,Back Area,,,,,,
134,135,1,2365.6986944770015,2393.8993711479857,O3 Break Through,OB,Established Play,Early Through Pass or Cross,,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,O3 Break Through,
135,136,1,2396.1986061729876,2424.39883493699,O3 Break Through,OB,Transition,D3 High Press on Opp. Half,,"Cross, Shot, Set-Piece or Box Entry",Successful,31 - 45 min,O3 Break Through,
136,137,1,2398.3984228019967,2425.5654829262767,D3 High Pressing,OB,,After Ball Loss,,Direct to O3/O4 OFF Transit,Successful,31 - 45 min,,True
137,138,1,2405.1971350749836,2428.598619405999,O4 Finishing,OB,Transition,1v1,,"Cross, Shot, Set-Piece or Box Entry",Neutral,31 - 45 min,O4 Finishing,
138,139,1,2424.698586196996,2443.7980138869866,D2 Finding Balance,OB,,Transition on Transition,,"Intercept. -> Estab. (O1, O2, O3)",Successful,31 - 45 min,,
139,140,1,2445.3966424240025,2450.398591898993,O1 Play from the Back,OB,,O1 After Regain,,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,O1 Play from the Back,
140,141,1,2450.798492048999,2478.399503483007,D3 Middle / Lower Pressing,OB,,After Ball Loss,,Direct to O3/O4 OFF Transit,Successful,31 - 45 min,,
141,142,1,2459.0997457809917,2490.7994078790043,O3 Break Through,OB,Transition,D3 Win Ball Low/Middle,,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,O3 Break Through,
142,143,1,2482.2971849500004,2506.6997057239846,D4 Defending the Box,OB,Established Play,Square Pass,,Intercepted by Defence,Successful,31 - 45 min,,
143,144,1,2493.196981499994,2501.3984978119925,D3 Middle / Lower Pressing,OB,,After Ball Loss,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,31 - 45 min,,
144,145,1,2508.1989713170015,2531.298593154995,O1 Play from the Back,OB,,O1 After Regain,,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,O1 Play from the Back,
145,146,1,2538.8987862249983,2583.997812040995,D3 Middle / Lower Pressing,OB,,D3 Press on Throw-In,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,31 - 45 min,,
146,147,1,2564.8977117009977,2588.5985311009917,D4 Defending the Box,OB,Established Play,Pass Infront of Backline,,"Cross, Shot, Set-Piece or Box Entry",Neutral,31 - 45 min,,
147,148,1,2588.69867360699,2625.2990062919894,D4 Defending the Box,OB,Corner Kick,Front Area,,"Cross, Shot, Set-Piece or Box Entry",Neutral,31 - 45 min,,
148,149,1,2607.5993901649995,2634.797482397002,D4 Defending the Box,OB,Established Play,Chipball,,Intercepted by Defence,Successful,31 - 45 min,,
149,150,1,2609.597761303994,2620.597761303994,def corner,OB,,,,,,,,
150,151,1,2636.799461850999,2643.099479074988,O1 Play from the Back,OB,,O1 After Regain,,Progress to Next Phase,Successful,31 - 45 min,O1 Play from the Back,
151,152,1,2643.6969285019904,2653.4982585890007,O2 Build Up,OB,,O1 to O2,,Stay In Phase,Neutral,31 - 45 min,O2 Build Up,
152,153,1,2735.0986566079955,2748.598572662996,O1 Play from the Back,OB,,O1 Goal Kick or Free Kick,,Ball Loss --> D3 Press,Unsuccessful,45+ min,O1 Play from the Back,
153,154,1,2749.6987782589963,2771.1992599069986,D3 Middle / Lower Pressing,OB,,After Ball Loss,,Stay In Phase,Neutral,45+ min,,
154,155,1,2792.1891571827664,2811.7998974209977,O2 Build Up,OB,,O2 Free Kick,,Ball Loss --> D4 Defend The Box,Unsuccessful,46 - 60 min,O2 Build Up,True
155,156,1,2798.999042976997,2808.698940976993,D1 Counterpress,OB,,After O2 build-up,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,46 - 60 min,,
156,157,1,2812.7976618309967,2848.6995762339957,D4 Defending the Box,OB,Lateral Free Kick,Central Area,,"Cross, Shot, Set-Piece or Box Entry",Neutral,46 - 60 min,,
157,158,1,2830.9978496939907,2841.9978496939907,def free kick,OB,,Central Area,,,,,,
158,159,1,2831.2986911630037,2857.799828047982,D4 Defending the Box,OB,Established Play,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,46 - 60 min,,
159,160,1,2839.59648936599,2897.498237595993,D4 Defending the Box,OB,Corner Kick,Front Area,,"Cross, Shot, Set-Piece or Box Entry",Neutral,46 - 60 min,,
160,161,1,2850.399007752995,2857.5984026689916,D3 Middle / Lower Pressing,OB,,After Ball Loss,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,46 - 60 min,,
161,162,1,2884.397627717994,2895.397627717994,def corner,OB,,Front Area,,,,,,
162,163,1,2895.0973564810047,2922.499462426984,O3 Break Through,OB,Transition,D3 Win Ball Low/Middle,,Ball Loss --> D3 Press,Unsuccessful,46 - 60 min,O3 Break Through,
163,164,1,2898.6991569859943,2913.9983965419838,D3 Middle / Lower Pressing,OB,,After Ball Loss,,Direct to O3/O4 OFF Transit,Successful,46 - 60 min,,
