,code_id,period_id,timestamp,end_timestamp,code,Half,Opponent,02. Situation Type,04. Rating,03. Outcomes,Time Period,00. Start Phase,<flag>New Flag,01. Phase
228,229,1,5100.0361784401575,5124.685523381493,O4 Finishing,2nd Half,AGF,Through Pass,Successful,Chance,76 - 90 min,O4 Finishing,True,Established Play
229,230,1,5103.033552518489,5109.652221771157,O1 Play from the Back,2nd Half,AGF,O2 to O1,Successful,Progress to Next Phase,76 - 90 min,O1 Play from the Back,,
230,231,1,5123.298705058494,5162.3557656881585,D3 Middle / Lower Pressing,2nd Half,AGF,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,,
231,232,1,5161.62321329149,5183.160956115158,O1 Play from the Back,2nd Half,AGF,O1 After Regain,Successful,Progress to Next Phase,76 - 90 min,O1 Play from the Back,,
232,233,1,5164.566451086161,5194.150227577824,O3 Break Through,2nd Half,AGF,Early Through Pass or Cross,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,O3 Break Through,,Established Play
233,234,1,5175.939520029497,5202.713204201825,O3 Break Through,2nd Half,AGF,Central Play Infront of Backline,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,O3 Break Through,True,Established Play
234,235,1,5202.724054410493,5217.110158344177,O2 Build Up,2nd Half,AGF,O2 After Regain,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O2 Build Up,True,
235,236,1,5209.62382780016,5237.4508124801605,O3 Break Through,2nd Half,AGF,D3 Win Ball Low/Middle,Successful,Lead to O4 chance,76 - 90 min,O3 Break Through,,Transition
236,237,1,5213.2311599411605,5228.643076249826,D3 Middle / Lower Pressing,2nd Half,AGF,After Ball Loss,Successful,Direct to O3/O4 OFF Transit,76 - 90 min,,,
237,238,1,5218.152580399159,5241.356130479491,O4 Finishing,2nd Half,AGF,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,O4 Finishing,True,Transition
238,239,1,5260.342256603824,5281.899852405826,D3 Middle / Lower Pressing,2nd Half,AGF,D3 Goal Kick or Free Kick,Neutral,Stay In Phase,76 - 90 min,,,
239,240,1,5278.191054359826,5302.982941886493,O3 Break Through,2nd Half,AGF,D3 Win Ball Low/Middle,Neutral,Keep The Ball,76 - 90 min,O3 Break Through,,Transition
240,241,1,5283.96154151816,5296.704586340827,D3 Middle / Lower Pressing,2nd Half,AGF,D3 Press on Throw-In,Successful,Direct to O3/O4 OFF Transit,76 - 90 min,,,
241,242,1,5301.467959188156,5306.879640281493,O2 Build Up,2nd Half,AGF,O2 After Regain,Neutral,Stay In Phase,76 - 90 min,O2 Build Up,,
242,243,1,5304.57474575649,5315.549601088494,O1 Play from the Back,2nd Half,AGF,O2 to O1,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O1 Play from the Back,,
243,244,1,5314.808803818827,5341.322440008491,D3 Middle / Lower Pressing,2nd Half,AGF,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,,
244,245,1,5351.622378250491,5366.84164596016,O2 Build Up,2nd Half,AGF,O2 Throw-In,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O2 Build Up,,
245,246,1,5367.796534597828,5409.087211947829,D3 Middle / Lower Pressing,2nd Half,AGF,D3 Press on Throw-In,Neutral,Stay In Phase,76 - 90 min,,,
246,247,1,5394.8819715659565,5480.548511111111,Bench,,AGF,,,,,,True,
247,248,1,5410.376748185827,5433.719274577827,D3 Middle / Lower Pressing,2nd Half,AGF,After Ball Loss,Neutral,Stay In Phase,76 - 90 min,,,
248,249,1,5424.68542878416,5444.862685750492,D4 Defending the Box,2nd Half,AGF,Quick Restart,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,,,Throw In
249,250,1,5431.816715788493,5480.522552891161,D4 Defending the Box,2nd Half,AGF,Back Area,Unsuccessful,Chance,76 - 90 min,,,Corner Kick
250,251,1,5431.893545625493,5439.7901235601585,D3 Middle / Lower Pressing,2nd Half,AGF,D3 Press on Throw-In,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,,,
251,252,1,5465.35185116016,5476.35185116016,def corner,2nd Half,AGF,,,,,,,
252,253,1,5465.548295882096,5515.456846561022,Goal OPP,,AGF,Corner Kick,,,,,,
253,254,1,5514.470041522156,5542.000748358491,O2 Build Up,2nd Half,AGF,O2 Free Kick,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O2 Build Up,,
254,255,1,5534.053215525157,5546.900369417157,D1 Counterpress,2nd Half,AGF,After O2 build-up,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,,,
255,256,1,5546.549138913157,5568.28793315049,D3 Middle / Lower Pressing,2nd Half,AGF,After Ball Loss,Neutral,Stay In Phase,76 - 90 min,,,
256,257,1,5567.755311295159,5593.313238275159,D3 Middle / Lower Pressing,2nd Half,AGF,After Ball Loss,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,,,
257,258,1,5578.862235918159,5598.4091414608265,D4 Defending the Box,2nd Half,AGF,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,,,Established Play
258,259,1,5621.683029669826,5636.177831386823,O2 Build Up,2nd Half,AGF,O2 Free Kick,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,O2 Build Up,,
259,260,1,5634.154057437378,5653.8808044464895,D2 Finding Balance,2nd Half,AGF,After Ball Loss,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,,True,
260,261,1,5638.927002755825,5660.000535880826,D4 Defending the Box,2nd Half,AGF,Pass Infront of Backline,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,,,Established Play
261,262,1,5648.968993875827,5667.797922034159,D4 Defending the Box,2nd Half,AGF,Quick Restart,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,,,Throw In
262,263,1,5669.326753293159,5683.5354842181605,O2 Build Up,2nd Half,AGF,O2 After Regain,Unsuccessful,Ball Loss --> D3 Press,90+ min,O2 Build Up,,
263,264,1,5682.724531956492,5704.6480854368265,D3 Middle / Lower Pressing,2nd Half,AGF,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",90+ min,,,
264,265,1,5709.894550531828,5727.95478441316,O2 Build Up,2nd Half,AGF,O2 After Regain,Unsuccessful,Ball Loss --> D3 Press,90+ min,O2 Build Up,,
265,266,1,5731.681556973826,5749.402961290157,D3 Middle / Lower Pressing,2nd Half,AGF,After Ball Loss,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",90+ min,,,
266,267,1,5734.513510813827,5753.333325178826,D4 Defending the Box,2nd Half,AGF,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,,,Established Play
267,268,1,5751.403002097162,5774.270917865826,D3 Middle / Lower Pressing,2nd Half,AGF,After Ball Loss,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",90+ min,,,
268,269,1,5759.109140494158,5778.081260349161,D4 Defending the Box,2nd Half,AGF,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,,,Established Play
269,270,1,5776.79003713416,5796.316561459158,D3 Middle / Lower Pressing,2nd Half,AGF,D3 Press on Throw-In,Successful,"Intercept. -> Estab. (O1, O2, O3)",90+ min,,,
270,271,1,5798.249162624492,5829.924587773494,O3 Break Through,2nd Half,AGF,1v1 Wide / Halfspace,Successful,"Cross, Shot, Set-Piece or Box Entry",90+ min,O3 Break Through,True,Established Play
271,272,1,5805.309182798494,5817.28999088716,O2 Build Up,2nd Half,AGF,O2 Throw-In,Successful,Progress to Next Phase,90+ min,O2 Build Up,,
272,273,1,5810.718731905159,5834.017712201826,O4 Finishing,2nd Half,AGF,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,O4 Finishing,,Established Play
273,274,1,5832.7600480601595,5859.051033716162,D3 Middle / Lower Pressing,2nd Half,AGF,After Ball Loss,Unsuccessful,D4 Chance,90+ min,,,
274,275,1,5845.120578490973,5867.970888998454,D4 Defending the Box,2nd Half,AGF,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",90+ min,,True,Established Play
275,276,1,5851.485429744491,5875.33656321516,O3 Break Through,2nd Half,AGF,After D4 Def. Box,Neutral,Keep The Ball,90+ min,O3 Break Through,,Transition
276,277,1,5891.36335677249,5901.6983368194915,O2 Build Up,2nd Half,AGF,O2 Free Kick,Neutral,Stay In Phase,90+ min,O2 Build Up,,
