,code_id,period_id,timestamp,end_timestamp,code,02. Situation Type,03. Outcomes,04. Rating,Time Period,Opponent,Half,00. Start Phase,01. Phase,<flag>New Flag
205,206,1,2906.385641430188,2962.3116333333332,Bench,,,,,Viborg,,,,True
206,207,1,2907.058756303887,2934.1522588380712,O3 Break Through,Central Play Infront of Backline,Keep The Ball,Neutral,46 - 60 min,Viborg,2nd Half,O3 Break Through,Established Play,
207,208,1,2917.904748590793,2924.590818498843,D3 High Pressing,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,46 - 60 min,Viborg,2nd Half,,,
208,209,1,2920.6142668863204,2946.719193677204,O3 Break Through,Early Through Pass or Cross,Ball Loss --> D3 Press,Unsuccessful,46 - 60 min,Viborg,2nd Half,O3 Break Through,Established Play,
209,210,1,2935.0626114495253,2939.855148738944,O2 Build Up,O3 to O2,Progress to Next Phase,Successful,46 - 60 min,Viborg,2nd Half,O2 Build Up,,
210,211,1,2949.6590114029377,2965.187197210559,D2 Finding Balance,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,46 - 60 min,Viborg,2nd Half,,,
211,212,1,2970.9796259506816,2985.23978987204,O1 Play from the Back,O1 Throw-In,Ball Loss --> D3 Press,Unsuccessful,46 - 60 min,Viborg,2nd Half,O1 Play from the Back,,
212,213,1,2976.81034058135,2979.502581806052,D3 Middle / Lower Pressing,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,46 - 60 min,Viborg,2nd Half,,,
213,214,1,2985.4753918110355,3013.3957495792883,D4 Defending the Box,Pass Infront of Backline,"Cross, Shot, Set-Piece or Box Entry",Neutral,46 - 60 min,Viborg,2nd Half,,Transition,
214,215,1,2986.997549441,3006.6989127520005,O1 Play from the Back,O1 Throw-In,Ball Loss --> D4 Defend The Box,Unsuccessful,46 - 60 min,Viborg,,O1 Play from the Back,,
215,216,1,3018.5696183018254,3054.464167548125,D4 Defending the Box,Back Area,,,46 - 60 min,Viborg,2nd Half,,Corner Kick,
216,217,1,3029.4820196059977,3065.399052522999,O3 Break Through,After D4 Def. Box,Keep The Ball,Neutral,46 - 60 min,Viborg,,O3 Break Through,Transition,
217,218,1,3036.8741064426495,3063.5555175252584,def corner,Back Area,Intercepted by Defence,Successful,,Viborg,2nd Half,,,
218,219,1,3046.965101132859,3088.096409617001,O4 Finishing,Square Pass,Intercepted by Defence,Unsuccessful,46 - 60 min,Viborg,,O4 Finishing,Established Play,True
219,220,1,3055.540158240249,3081.949914679898,O3 Break Through,1v1 Wide / Halfspace,Ball Loss --> D3 Press,Unsuccessful,46 - 60 min,Viborg,2nd Half,O3 Break Through,Established Play,
220,221,1,3055.882361333189,3074.04626588914,O2 Build Up,O3 to O2,Progress to Next Phase,Successful,46 - 60 min,Viborg,2nd Half,O2 Build Up,,
221,222,1,3089.314193513953,3117.943963715554,D3 High Pressing,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,46 - 60 min,Viborg,2nd Half,,,
222,223,1,3090.7981024889277,3136.357011498334,O1 Play from the Back,O1 After Regain,Ball Loss --> D3 Press,Unsuccessful,46 - 60 min,Viborg,2nd Half,O1 Play from the Back,,True
223,224,1,3121.264318652491,3155.0819024035027,D4 Defending the Box,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,46 - 60 min,Viborg,2nd Half,,Established Play,
224,225,1,3133.2129411526284,3138.6446933449074,D3 Middle / Lower Pressing,D3 Press on Throw-In,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,46 - 60 min,Viborg,2nd Half,,,
225,226,1,3156.9045413828844,3173.976068040369,O1 Play from the Back,O1 Goal Kick or Free Kick,Progress to Next Phase,Successful,46 - 60 min,Viborg,2nd Half,O1 Play from the Back,,
226,227,1,3167.7026026648928,3204.0367189576705,Bench,,,,,Viborg,,,,True
227,228,1,3175.0787418634463,3194.0403088160238,O2 Build Up,O1 to O2,Ball Loss --> D3 Press,Unsuccessful,46 - 60 min,Viborg,2nd Half,O2 Build Up,,
228,229,1,3195.877778325481,3203.5304309463354,D1 Counterpress,After O2 build-up,Establishing Pressing,Neutral,46 - 60 min,Viborg,2nd Half,,,
229,230,1,3206.4220963092266,3227.5708165549368,D3 Middle / Lower Pressing,After Ball Loss,Stay In Phase,Neutral,46 - 60 min,Viborg,2nd Half,,,
230,231,1,3220.2168788653107,3245.313276767816,D4 Defending the Box,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,46 - 60 min,Viborg,2nd Half,,Established Play,
231,232,1,3229.2082069336775,3238.4761242926634,D3 Middle / Lower Pressing,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,46 - 60 min,Viborg,2nd Half,,,
232,233,1,3246.9993620521363,3259.8217889258576,O1 Play from the Back,O1 After Regain,Progress to Next Phase,Successful,46 - 60 min,Viborg,2nd Half,O1 Play from the Back,,
233,234,1,3248.5998359397286,3291.557744444445,Bench,,,,,Viborg,,,,True
234,235,1,3250.4459215839943,3284.460116027596,O3 Break Through,Wide Link Up Play,Keep The Ball,Neutral,46 - 60 min,Viborg,2nd Half,O3 Break Through,Established Play,
235,236,1,3260.612611552404,3269.5114916981565,O2 Build Up,O1 to O2,Progress to Next Phase,Successful,46 - 60 min,Viborg,2nd Half,O2 Build Up,,
236,237,1,3276.5299266776856,3310.90217762254,O3 Break Through,Central Play Infront of Backline,"Cross, Shot, Set-Piece or Box Entry",Successful,46 - 60 min,Viborg,2nd Half,O3 Break Through,Established Play,
237,238,1,3282.6814252219997,3290.598514457997,D1 Counterpress,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,46 - 60 min,Viborg,,,,
238,239,1,3286.9283459789694,3295.650963967055,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,46 - 60 min,Viborg,2nd Half,O2 Build Up,,
239,240,1,3292.0445532794965,3316.7011846671976,O4 Finishing,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,46 - 60 min,Viborg,2nd Half,O4 Finishing,Established Play,True
240,241,1,3296.198179339999,3325.915911111111,O3 Break Through,Wide Link Up Play,"Cross, Shot, Set-Piece or Box Entry",Successful,46 - 60 min,Viborg,,O3 Break Through, ,
241,242,1,3311.062391680196,3335.1198026847887,O4 Finishing,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,46 - 60 min,Viborg,2nd Half,O4 Finishing,Established Play,
242,243,1,3314.2828050810003,3318.598764456998,D1 Counterpress,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,46 - 60 min,Viborg,,,,
243,244,1,3338.5348226499027,3357.440486904652,D3 High Pressing,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,46 - 60 min,Viborg,2nd Half,,,True
244,245,1,3340.988733333333,3365.298682837999,D4 Defending the Box,Chipball,Chance,Unsuccessful,46 - 60 min,Viborg,,,,True
245,246,1,3352.8593406169566,3384.3426124134385,O3 Break Through,1v1 Wide / Halfspace,Ball Loss --> D3 Press,Unsuccessful,46 - 60 min,Viborg,2nd Half,O3 Break Through,Established Play,
246,247,1,3363.1942488027908,3371.940872866331,O2 Build Up,O1 to O2,Progress to Next Phase,Successful,46 - 60 min,Viborg,2nd Half,O2 Build Up,,
247,248,1,3385.9487409719695,3391.6831946774037,D1 Counterpress,After O3/O4,Establishing Pressing,Neutral,46 - 60 min,Viborg,2nd Half,,,
248,249,1,3460.0943570719965,3486.196473696998,D4 Defending the Box,Through Pass,Intercepted by Defence,Successful,46 - 60 min,Viborg,,,Established Play,True
249,250,1,3460.203116518718,3482.862354311953,D3 Middle / Lower Pressing,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,46 - 60 min,Viborg,2nd Half,,,
250,251,1,3472.560452952619,3483.2096337986222,D2 Finding Balance,D3 High Press on Opp. Half,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,46 - 60 min,Viborg,2nd Half,,,
251,252,1,3483.57765074469,3516.863186553671,O1 Play from the Back,O1 Goal Kick or Free Kick,Ball Loss --> D3 Press,Unsuccessful,46 - 60 min,Viborg,2nd Half,O1 Play from the Back,,
252,253,1,3486.9734709212157,3552.629388888889,Bench,,,,,Viborg,,,,True
253,254,1,3511.5436605404375,3538.319087062566,D3 Middle / Lower Pressing,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,46 - 60 min,Viborg,2nd Half,,,
254,255,1,3519.309955637591,3550.958073656362,D4 Defending the Box,Square Pass,Chance,Unsuccessful,46 - 60 min,Viborg,2nd Half,,Established Play,
255,256,1,3580.22507836801,3597.6743996026908,O1 Play from the Back,O1 Goal Kick or Free Kick,Progress to Next Phase,Successful,46 - 60 min,Viborg,2nd Half,O1 Play from the Back,,True
256,257,1,3580.5644833260462,3647.515388888889,Bench,,,,,Viborg,,,,True
257,258,1,3588.5977481392656,3608.5361506843656,O2 Build Up,O1 to O2,Stay In Phase,Neutral,46 - 60 min,Viborg,2nd Half,O2 Build Up,,
258,259,1,3605.6272222556404,3629.496274093002,Ndividucal,,,,,Viborg,,,,True
259,260,1,3609.4875340529966,3630.448188888889,O1 Play from the Back,O2 to O1,Ball Loss --> D4 Defend The Box,Unsuccessful,46 - 60 min,Viborg,,O1 Play from the Back,,True
260,261,1,3616.3990326126986,3643.364114279366,D4 Defending the Box,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,61 - 75 min,Viborg,2nd Half,,Transition,True
261,262,1,3656.21885032022,3689.404518187701,D4 Defending the Box,Central Area,Intercepted by Defence,Successful,61 - 75 min,Viborg,2nd Half,,Corner Kick,
262,263,1,3667.474813700655,3689.4877655504524,def corner,Central Area,,,,Viborg,2nd Half,,,
263,264,1,3685.000649194586,3719.614717164568,O1 Play from the Back,O1 Goal Kick or Free Kick,Progress to Next Phase,Successful,61 - 75 min,Viborg,2nd Half,O1 Play from the Back,,
264,265,1,3694.508590056143,3997.681999999999,Bench,,,,,Viborg,,,,True
265,266,1,3710.7955791913027,3737.6321102171028,O3 Break Through,Wide Link Up Play,Keep The Ball,Neutral,61 - 75 min,Viborg,2nd Half,O3 Break Through,Established Play,
266,267,1,3720.900725011319,3729.9258089972827,O2 Build Up,O1 to O2,Progress to Next Phase,Successful,61 - 75 min,Viborg,2nd Half,O2 Build Up,,
267,268,1,3738.1011843980896,3772.7685792975676,O3 Break Through,Quick Restart,Keep The Ball,Neutral,61 - 75 min,Viborg,,O3 Break Through,Throw In,
268,269,1,3740.4989,3772.3997872629975,O4 Finishing,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,61 - 75 min,Viborg,,O4 Finishing,Established Play,
269,270,1,3757.598569179,3783.0000706799988,O4 Finishing,Chipball,Intercepted by Defence,Unsuccessful,61 - 75 min,Viborg,,O4 Finishing,Established Play,True
270,271,1,3779.172648140935,3791.2387615199677,D3 High Pressing,After Ball Loss,Stay In Phase,Neutral,61 - 75 min,Viborg,2nd Half,,,
271,272,1,3792.4936738358465,3822.6902822388874,D2 Finding Balance,D3 High Press on Opp. Half,Establishing Pressing,Neutral,61 - 75 min,Viborg,2nd Half,,,
272,273,1,3803.2671439353944,3829.719158409687,D3 Middle / Lower Pressing,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,61 - 75 min,Viborg,2nd Half,,,True
273,274,1,3812.14729338454,3836.340046184494,D4 Defending the Box,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,61 - 75 min,Viborg,2nd Half,,Established Play,
274,275,1,3837.4185472223967,3938.7600270771436,D3 Middle / Lower Pressing,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,61 - 75 min,Viborg,2nd Half,,,
275,276,1,3918.7600222222222,3943.2956067479977,D4 Defending the Box,Pass Infront of Backline,"Cross, Shot, Set-Piece or Box Entry",Neutral,61 - 75 min,Viborg,,,Established Play,
276,277,1,3946.896597455997,3982.750177777778,D3 Middle / Lower Pressing,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,61 - 75 min,Viborg,,,,
277,278,1,3968.9979464870003,3995.682508102458,Ndividucal,,,,,Viborg,,,,True
278,279,1,4049.5770700918583,4080.1942131775963,D4 Defending the Box,Front Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,61 - 75 min,Viborg,2nd Half,,Lateral Free Kick,
279,280,1,4060.434638466699,4096.60272106271,def free kick,Front Area,,,,Viborg,2nd Half,,,
280,281,1,4065.4022178722025,4097.586404625939,O3 Break Through,D3 Win Ball Low/Middle,Keep The Ball,Neutral,61 - 75 min,Viborg,2nd Half,O3 Break Through,Transition,
281,282,1,4078.4083036202155,4106.676205655427,O3 Break Through,Wide Link Up Play,Keep The Ball,Neutral,61 - 75 min,Viborg,2nd Half,O3 Break Through,Established Play,
282,283,1,4078.5433500915537,4087.098590905255,D3 Middle / Lower Pressing,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,61 - 75 min,Viborg,2nd Half,,,
283,284,1,4085.5968140288965,4168.483299999999,Bench,,,,,Viborg,,,,True
284,285,1,4107.482983024845,4119.524660494493,O2 Build Up,O3 to O2,Ball Loss --> D3 Press,Unsuccessful,61 - 75 min,Viborg,2nd Half,O2 Build Up,,
285,286,1,4123.854490160282,4157.124483301806,O2 Build Up,O2 After Regain,Ball Loss --> D3 Press,Unsuccessful,61 - 75 min,Viborg,2nd Half,O2 Build Up,,
286,287,1,4159.528427294277,4212.403012243751,D3 Middle / Lower Pressing,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,61 - 75 min,Viborg,2nd Half,,,
287,288,1,4278.422773149927,4305.1228612799605,O1 Play from the Back,O1 Goal Kick or Free Kick,Progress to Next Phase,Successful,61 - 75 min,Viborg,2nd Half,O1 Play from the Back,,
288,289,1,4292.437346397332,4320.153938609299,O3 Break Through,Early Through Pass or Cross,Ball Loss --> D3 Press,Unsuccessful,61 - 75 min,Viborg,2nd Half,O3 Break Through,Established Play,True
289,290,1,4318.699146604566,4348.357562906665,D3 High Pressing,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,61 - 75 min,Viborg,2nd Half,,,
290,291,1,4404.851728804549,4437.375847502455,O1 Play from the Back,O1 Goal Kick or Free Kick,Ball Loss --> D3 Press,Unsuccessful,61 - 75 min,Viborg,2nd Half,O1 Play from the Back,,
291,292,1,4419.429217796682,4446.721934573821,O3 Break Through,Transition After CP,Ball Loss --> D3 Press,Unsuccessful,61 - 75 min,Viborg,2nd Half,O3 Break Through,Transition,
292,293,1,4428.551407402334,4451.929717852994,O4 Finishing,Through Pass,Intercepted by Defence,Unsuccessful,61 - 75 min,Viborg,2nd Half,O4 Finishing,Transition,
293,294,1,4455.771761229702,4501.566601159404,D3 Middle / Lower Pressing,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,61 - 75 min,Viborg,2nd Half,,,
294,295,1,4482.851777777778,4506.297308065,D4 Defending the Box,Through Pass,Intercepted by Defence,Successful,61 - 75 min,Viborg,,,Established Play,
295,296,1,4507.983367262259,4528.536940621696,O1 Play from the Back,O1 Goal Kick or Free Kick,Progress to O3-O4,Successful,76 - 90 min,Viborg,2nd Half,O1 Play from the Back,,
296,297,1,4513.504772082106,4547.472054752767,O3 Break Through,Central Play Infront of Backline,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,Viborg,2nd Half,O3 Break Through,Established Play,
297,298,1,4526.952511111112,4552.990255555555,O4 Finishing,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Viborg,,O4 Finishing,Established Play,
298,299,1,4548.638266165834,4552.369049512872,D1 Counterpress,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,Viborg,2nd Half,,,
299,300,1,4555.93130189186,4589.660415309063,O2 Build Up,O3 to O2,Stay In Phase,Neutral,76 - 90 min,Viborg,2nd Half,O2 Build Up,,True
300,301,1,4590.426772287816,4617.810883230946,O1 Play from the Back,O2 to O1,Progress to Next Phase,Successful,76 - 90 min,Viborg,2nd Half,O1 Play from the Back,,True
301,302,1,4616.877841437329,4643.354422222222,Ndividucal,,,,,Viborg,,,,True
302,303,1,4644.537896707121,4696.769403194923,O2 Build Up,O2 Free Kick,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,Viborg,2nd Half,O2 Build Up,,
303,304,1,4685.16534946715,4714.192928093047,O3 Break Through,Wide Link Up Play,"Cross, Shot, Set-Piece or Box Entry",Successful,76 - 90 min,Viborg,2nd Half,O3 Break Through,Established Play,
304,305,1,4689.944473809188,4702.0898660829,D1 Counterpress,After O2 build-up,Direct to O3/O4 OFF Transit,Successful,76 - 90 min,Viborg,2nd Half,,,True
305,306,1,4695.0954234952005,4720.175873496239,O4 Finishing,Cutback,Chance,Unsuccessful,76 - 90 min,Viborg,2nd Half,O4 Finishing,Established Play,
306,307,1,4721.781664665999,4730.098441355999,D2 Finding Balance,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,Viborg,,,,
307,308,1,4730.016821982295,4781.639089818696,D3 Middle / Lower Pressing,D3 Press on Throw-In,Direct to O3/O4 OFF Transit,Successful,76 - 90 min,Viborg,2nd Half,,,
308,309,1,4762.99683729272,4799.943095637214,O3 Break Through,D3 Win Ball Low/Middle,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,Viborg,2nd Half,O3 Break Through,Transition,True
309,310,1,4793.037033360739,4799.547110703541,D2 Finding Balance,Transition After CP,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,Viborg,2nd Half,,,
310,311,1,4800.8086884672975,4820.298000389772,O2 Build Up,O2 After Regain,Stay In Phase,Neutral,76 - 90 min,Viborg,2nd Half,O2 Build Up,,
311,312,1,4808.825855555556,4828.825855555556,Ndividucal,,,,,Viborg,,,,True
312,313,1,4815.248525486928,4838.365709455999,O1 Play from the Back,O2 to O1,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,Viborg,2nd Half,O1 Play from the Back,,True
313,314,1,4836.150666802907,4880.289707794063,D3 Middle / Lower Pressing,D3 Press on Throw-In,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,76 - 90 min,Viborg,2nd Half,,,
314,315,1,4861.416005148378,4888.349270329314,D4 Defending the Box,Chipball,Intercepted by Defence,Successful,76 - 90 min,Viborg,2nd Half,,Established Play,
315,316,1,4889.443833209631,4899.187565797787,O1 Play from the Back,O1 After Regain,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,Viborg,2nd Half,O1 Play from the Back,,
316,317,1,4900.721412190091,4940.838531983716,D3 Middle / Lower Pressing,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,76 - 90 min,Viborg,2nd Half,,,
317,318,1,4921.481676029997,4944.0975448379995,D4 Defending the Box,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Viborg,,,Established Play,
318,319,1,4984.163888165569,5006.071299516931,O1 Play from the Back,O1 Goal Kick or Free Kick,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,Viborg,2nd Half,O1 Play from the Back,,
319,320,1,5010.249718718202,5015.545300991658,D3 High Pressing,After Ball Loss,Stay In Phase,Neutral,76 - 90 min,Viborg,2nd Half,,,
320,321,1,5016.544055346789,5067.0827596816525,D3 Middle / Lower Pressing,D3 From High to Med/Low,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,76 - 90 min,Viborg,2nd Half,,,
321,322,1,5096.576535050737,5139.935411544056,D4 Defending the Box,,"Cross, Shot, Set-Piece or Box Entry",Neutral,76 - 90 min,Viborg,2nd Half,,Lateral Free Kick,True
322,323,1,5112.512020566858,5139.733710798587,def free kick,,,,,Viborg,2nd Half,,Lateral Free Kick,
323,324,1,5137.060213345207,5187.923945897364,D3 Middle / Lower Pressing,After Ball Loss,Stay In Phase,Neutral,76 - 90 min,Viborg,2nd Half,,,
324,325,1,5189.0339063760475,5225.06527645355,D3 Middle / Lower Pressing,After Ball Loss,Stay In Phase,Neutral,76 - 90 min,Viborg,2nd Half,,,
325,326,1,5228.404084186845,5256.7372953762915,D3 Middle / Lower Pressing,After Ball Loss,Direct to O3/O4 OFF Transit,Successful,76 - 90 min,Viborg,2nd Half,,,
326,327,1,5260.771358834463,5296.737210618785,D3 Middle / Lower Pressing,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,76 - 90 min,Viborg,2nd Half,,,
327,328,1,5279.270209736187,5306.587561171001,D4 Defending the Box,Chipball,Intercepted by Defence,Successful,76 - 90 min,Viborg,2nd Half,,Established Play,True
328,329,1,5308.471704131811,5335.78032391986,O1 Play from the Back,O1 Goal Kick or Free Kick,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,Viborg,2nd Half,O1 Play from the Back,,
329,330,1,5337.434393286983,5358.2880048452935,D3 Middle / Lower Pressing,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,76 - 90 min,Viborg,2nd Half,,,
330,331,1,5339.661291218774,5367.138415077388,D4 Defending the Box,Chipball,Intercepted by Defence,Successful,76 - 90 min,Viborg,2nd Half,,Established Play,True
331,332,1,5368.631991511089,5390.640477695439,O1 Play from the Back,O1 Goal Kick or Free Kick,Ball Loss --> D3 Press,Unsuccessful,76 - 90 min,Viborg,2nd Half,O1 Play from the Back,,
332,333,1,5393.02887286373,5422.381472673973,D3 Middle / Lower Pressing,D3 Goal Kick or Free Kick,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,76 - 90 min,Viborg,2nd Half,,,
333,334,1,5403.259456205587,5429.658155453348,D4 Defending the Box,Back Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,Viborg,2nd Half,,Lateral Free Kick,
334,335,1,5417.004736953608,5456.121080644427,D4 Defending the Box,Long Throw,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,Viborg,2nd Half,,Throw In,True
335,336,1,5418.760213862135,5439.129844924877,def free kick,,,,,Viborg,2nd Half,,Throw In,
336,337,1,5436.040839003796,5470.576975417839,def throw,Long Throw,,,,Viborg,2nd Half,,Throw In,
337,338,1,5477.052319422057,5491.723915357707,O1 Play from the Back,O1 Goal Kick or Free Kick,Ball Loss --> D3 Press,Unsuccessful,90+ min,Viborg,2nd Half,O1 Play from the Back,,
338,339,1,5492.063705226704,5525.777065751718,Bench,,,,,Viborg,,,,True
339,340,1,5498.189524753999,5508.198708338,D1 Counterpress,After O1 build-up,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,Viborg,,,,
340,341,1,5506.929218285766,5535.29382293259,D4 Defending the Box,Short Variation,"Cross, Shot, Set-Piece or Box Entry",Neutral,90+ min,Viborg,2nd Half,,Lateral Free Kick,
341,342,1,5517.729623599827,5542.65889454315,D4 Defending the Box,Chipball,Intercepted by Defence,Successful,90+ min,Viborg,2nd Half,,Established Play,
342,343,1,5523.387560423749,5561.934382610801,def free kick,Short Variation,,,,Viborg,2nd Half,,Lateral Free Kick,
343,344,1,5548.88954477221,5567.004340123909,O1 Play from the Back,O1 Goal Kick or Free Kick,Ball Loss --> D3 Press,Unsuccessful,90+ min,Viborg,2nd Half,O1 Play from the Back,,
344,345,1,5568.479181675122,5596.091792677233,D4 Defending the Box,Chipball,Intercepted by Defence,Successful,90+ min,Viborg,2nd Half,,Established Play,True
345,346,1,5569.265248109741,5587.416803005401,D3 Middle / Lower Pressing,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,Viborg,2nd Half,,,
346,347,1,5598.440706070694,5637.321903311822,O1 Play from the Back,O1 Goal Kick or Free Kick,Ball Loss --> D3 Press,Unsuccessful,90+ min,Viborg,2nd Half,O1 Play from the Back,,
347,348,1,5639.415283460743,5666.698973082604,D3 Middle / Lower Pressing,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,Viborg,2nd Half,,,
348,349,1,5647.977081195311,5672.090816224067,D4 Defending the Box,1v1,Intercepted by Defence,Successful,90+ min,Viborg,2nd Half,,Established Play,
349,350,1,5663.450937046198,5686.933943504504,D4 Defending the Box,Chipball,Intercepted by Defence,Successful,90+ min,Viborg,2nd Half,,Established Play,
350,351,1,5673.137402555338,5682.627850064684,D3 Middle / Lower Pressing,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,Viborg,2nd Half,,,
351,352,1,5675.28893318231,5702.757819856726,O3 Break Through,After D4 Def. Box,Keep The Ball,Neutral,90+ min,Viborg,2nd Half,O3 Break Through,Transition,True
352,353,1,5718.856548729193,5726.197308496195,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,90+ min,Viborg,2nd Half,O2 Build Up,,True
353,354,1,5728.138811213705,5751.29026506419,D3 Middle / Lower Pressing,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,90+ min,Viborg,2nd Half,,,
354,355,1,5732.256913678957,5757.800394481084,D4 Defending the Box,Chipball,Intercepted by Defence,Successful,90+ min,Viborg,2nd Half,,Established Play,
355,356,1,5759.6535473044405,5777.112822039613,O1 Play from the Back,O1 Goal Kick or Free Kick,Stay In Phase,Neutral,90+ min,Viborg,2nd Half,O1 Play from the Back,,
