,code_id,period_id,timestamp,end_timestamp,code,Half,00. Start Phase,02. Situation Type,03. Outcomes,04. Rating,01. Phase
140,141,1,2354.884016723436,2378.783582015103,O4 Finishing,1st Half,O4 Finishing,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play
141,142,1,2359.550999848769,2382.551463557103,O4 Finishing,1st Half,O4 Finishing,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play
142,143,1,2382.5189308484364,2410.81751789077,D3 High Pressing,1st Half,,D3 Goal Kick or Free Kick,Direct to O3/O4 OFF Transit,Successful,
143,144,1,2392.2512892237696,2420.883696807103,O3 Break Through,1st Half,O3 Break Through,D3 Win Ball Low/Middle,Keep The Ball,Neutral,Transition
144,145,1,2420.150616224104,2453.316549640103,O2 Build Up,1st Half,O2 Build Up,O3 to O2,Ball Loss --> D3 Press,Unsuccessful,
145,146,1,2453.551162099103,2464.351874724103,D3 High Pressing,1st Half,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,
146,147,1,2463.0136333901028,2473.15093664077,O2 Build Up,1st Half,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,
147,148,1,2474.18378668177,2502.1196248907695,D3 High Pressing,1st Half,,After Ball Loss,Stay In Phase,Neutral,
148,149,1,2499.8841140154364,2508.58348722377,D3 Middle / Lower Pressing,1st Half,,D3 From High to Med/Low,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,
149,150,1,2503.88461297377,2548.1523009741036,D4 Defending the Box,1st Half,,Central Area,,,Lateral Free Kick
150,151,1,2539.3852691817697,2550.3852691817697,def free kick,1st Half,O1 Play from the Back,Central Area,Intercepted by Defence,Successful,
151,152,1,2546.5341389734367,2561.1521482651037,O1 Play from the Back,1st Half,O1 Play from the Back,O1 After Regain,Progress to Next Phase,Successful,
152,153,1,2559.3863833904365,2581.151548640103,O2 Build Up,1st Half,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,
153,154,1,2588.5534274737697,2619.818098140437,D3 High Pressing,1st Half,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,
154,155,1,2618.91836405677,2634.286795599103,O2 Build Up,1st Half,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,
155,156,1,2629.2771976401027,2643.4531147237694,D2 Finding Balance,1st Half,,After Ball Loss,Establishing Pressing,Neutral,
156,157,1,2641.685163307103,2678.0854008074366,D3 Middle / Lower Pressing,1st Half,,After Ball Loss,Direct to O3/O4 OFF Transit,Successful,
157,158,1,2659.819128307104,2689.8198749737694,O3 Break Through,1st Half,O3 Break Through,D3 Win Ball Low/Middle,"Cross, Shot, Set-Piece or Box Entry",Successful,Transition
158,159,1,2670.719390432103,2694.985483515104,O4 Finishing,1st Half,O4 Finishing,Pass Infront of Backline,"Cross, Shot, Set-Piece or Box Entry",Neutral,Transition
159,160,1,2676.985676140104,2702.3872026407703,O3 Break Through,1st Half,O3 Break Through,1v1 Wide / Halfspace,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play
