Timeline,Start time,Duration,Row,Instance number,00. Start Phase,01. Phase,02. Situation Type,03. Outcomes,04. Rating,Half,Time Period,Ungrouped,Notes,Flags
30. FCN-RFC (3-1),2546.358931,11.13285921,D3 High Pressing,14,,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),3036.466575,14.23379721,D3 High Pressing,15,,,After Ball Loss,Stay In Phase,Neutral,,46 - 60 min,,,
30. FCN-RFC (3-1),3058.299781,20.00100262,D3 High Pressing,16,,,D3 From Low/Med to High,"Intercept. -> Estab. (O1, O2, O3)",Successful,,46 - 60 min,,,
30. FCN-RFC (3-1),3574.403403,19.63338437,D3 High Pressing,17,,,After Ball Loss,Stay In Phase,Neutral,,46 - 60 min,,,
30. FCN-RFC (3-1),3904.173149,21.43266192,D3 High Pressing,18,,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,,61 - 75 min,,,
30. FCN-RFC (3-1),5129.384646,25.46424575,D3 High Pressing,19,,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5156.684804,11.9336285,D3 High Pressing,20,,,D3 From Low/Med to High,Direct to O3/O4 OFF Transit,Successful,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5184.184789,12.69904754,D3 High Pressing,21,,,After Ball Loss,Stay In Phase,Neutral,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5360.351947,20.33325158,D3 High Pressing,22,,,D3 From Low/Med to High,"Intercept. -> Estab. (O1, O2, O3)",Successful,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5423.051111,36.13642046,D3 High Pressing,23,,,After Ball Loss,Stay In Phase,Neutral,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5662.722716,14.79921963,D3 High Pressing,24,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5882.05761,40.13252271,D3 High Pressing,25,,,D3 Goal Kick or Free Kick,Direct to O3/O4 OFF Transit,Successful,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5.226579251,13.23877246,D3 Middle / Lower Pressing,1,,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),22.54783951,14.83410494,D3 Middle / Lower Pressing,2,,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),332.9389254,21.96987575,D3 Middle / Lower Pressing,3,,,D3 From High to Med/Low,Stay In Phase,Neutral,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),430.8740248,32.63177808,D3 Middle / Lower Pressing,4,,,After Ball Loss,Stay In Phase,Neutral,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),665.7115321,24.73059079,D3 Middle / Lower Pressing,5,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),824.6795959,42.86430217,D3 Middle / Lower Pressing,6,,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),973.7114182,15.00284479,D3 Middle / Lower Pressing,7,,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),987.0464265,22.16816987,D3 Middle / Lower Pressing,8,,,D3 Press on Throw-In,Stay In Phase,Neutral,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),1204.348562,22.76765008,D3 Middle / Lower Pressing,9,,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),1226.148103,9.867132791,D3 Middle / Lower Pressing,10,,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),1248.847601,21.40050633,D3 Middle / Lower Pressing,11,,,After Ball Loss,Stay In Phase,Neutral,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),1282.476016,10.14088946,D3 Middle / Lower Pressing,12,,,D3 Press on Throw-In,Stay In Phase,Neutral,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),1364.750038,25.23268108,D3 Middle / Lower Pressing,13,,,D3 Goal Kick or Free Kick,Direct to O3/O4 OFF Transit,Successful,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),1467.047981,25.00198267,D3 Middle / Lower Pressing,14,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),1741.285504,12.30022983,D3 Middle / Lower Pressing,15,,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),2038.088064,30.76833692,D3 Middle / Lower Pressing,16,,,D3 Press on Throw-In,Direct to O3/O4 OFF Transit,Successful,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),2199.691369,32.56640946,D3 Middle / Lower Pressing,17,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),2735.82892,18.66712467,D3 Middle / Lower Pressing,18,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),2830.394941,21.26800642,D3 Middle / Lower Pressing,19,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),2884.096592,18.798335,D3 Middle / Lower Pressing,20,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),2941.862091,10.2665215,D3 Middle / Lower Pressing,21,,,After Ball Loss,Direct to O3/O4 OFF Transit,Successful,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),3046.766768,15.83180821,D3 Middle / Lower Pressing,22,,,D3 From High to Med/Low,Stay In Phase,Neutral,,46 - 60 min,,,
30. FCN-RFC (3-1),3214.200498,19.00086154,D3 Middle / Lower Pressing,23,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,,46 - 60 min,,,
30. FCN-RFC (3-1),3355.569249,19.39963717,D3 Middle / Lower Pressing,24,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,,46 - 60 min,,,
30. FCN-RFC (3-1),3377.802089,8.533026291,D3 Middle / Lower Pressing,25,,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,,46 - 60 min,,,
30. FCN-RFC (3-1),3593.003991,19.96577204,D3 Middle / Lower Pressing,26,,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,,46 - 60 min,,,
30. FCN-RFC (3-1),3769.704951,22.30036112,D3 Middle / Lower Pressing,27,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,,46 - 60 min,,,
30. FCN-RFC (3-1),3803.871858,24.93436613,D3 Middle / Lower Pressing,28,,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,,46 - 60 min,,,
30. FCN-RFC (3-1),3921.5042,13.06904425,D3 Middle / Lower Pressing,29,,,D3 From High to Med/Low,"Intercept. -> Estab. (O1, O2, O3)",Successful,,61 - 75 min,,,
30. FCN-RFC (3-1),4011.673198,16.80004937,D3 Middle / Lower Pressing,30,,,After Ball Loss,Stay In Phase,Neutral,,61 - 75 min,,,
30. FCN-RFC (3-1),4026.106679,27.7025655,D3 Middle / Lower Pressing,31,,,D3 Press on Throw-In,Direct to O3/O4 OFF Transit,Successful,,61 - 75 min,,,
30. FCN-RFC (3-1),4080.473451,11.66846012,D3 Middle / Lower Pressing,32,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,,61 - 75 min,,,
30. FCN-RFC (3-1),4205.342998,18.13271617,D3 Middle / Lower Pressing,33,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,,61 - 75 min,,,
30. FCN-RFC (3-1),4282.910673,48.75608883,D3 Middle / Lower Pressing,34,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,,61 - 75 min,,,
30. FCN-RFC (3-1),4400.011062,6.998599417,D3 Middle / Lower Pressing,35,,,After Ball Loss,Direct to O3/O4 OFF Transit,Successful,,61 - 75 min,,,
30. FCN-RFC (3-1),4466.94411,8.333557541,D3 Middle / Lower Pressing,36,,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,,61 - 75 min,,,
30. FCN-RFC (3-1),4776.306757,20.138489,D3 Middle / Lower Pressing,37,,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,,61 - 75 min,,,
30. FCN-RFC (3-1),4873.04912,32.80022042,D3 Middle / Lower Pressing,38,,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),4965.98209,27.49887813,D3 Middle / Lower Pressing,39,,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5012.983424,14.53163204,D3 Middle / Lower Pressing,40,,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5097.148576,11.533999,D3 Middle / Lower Pressing,41,,,After Ball Loss,Direct to O3/O4 OFF Transit,Successful,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5150.917954,10.00032242,D3 Middle / Lower Pressing,42,,,D3 From High to Med/Low,Stay In Phase,Neutral,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5192.985118,38.96464412,D3 Middle / Lower Pressing,43,,,D3 From High to Med/Low,Direct to O3/O4 OFF Transit,Successful,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5324.985838,34.400386,D3 Middle / Lower Pressing,44,,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5356.517561,8.067919542,D3 Middle / Lower Pressing,45,,,After Ball Loss,Stay In Phase,Neutral,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),5455.276007,11.2422185,D3 Middle / Lower Pressing,46,,,D3 From High to Med/Low,Direct to O3/O4 OFF Transit,Successful,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),6016.556521,23.83568658,D3 Middle / Lower Pressing,47,,,After Ball Loss,Stay In Phase,Neutral,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),346.6756931,43.56468717,D4 Defending the Box,1,,Throw In,Long Throw,OFF Transition,Successful,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),2059.955099,19.59930629,D4 Defending the Box,2,,Transition,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),2340.723984,20.500515,D4 Defending the Box,3,,Established Play,Chipball,Open Chance,Unsuccessful,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),3459.50436,35.99676054,D4 Defending the Box,4,,Corner Kick,Front Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,,46 - 60 min,,,
30. FCN-RFC (3-1),3612.622266,25.9494288,D4 Defending the Box,5,,Transition,1v1,Chance,Unsuccessful,,46 - 60 min,,,
30. FCN-RFC (3-1),3653.570394,34.26936625,D4 Defending the Box,6,,Corner Kick,Back Area,Intercepted by Defence,Successful,,46 - 60 min,,,
30. FCN-RFC (3-1),3813.707464,18.43138612,D4 Defending the Box,7,,Established Play,Chipball,Intercepted by Defence,Successful,,46 - 60 min,,,
30. FCN-RFC (3-1),49.33739532,15.268807,D1 Counterpress,1,,,After O2 build-up,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),135.4340185,18.70561163,D1 Counterpress,2,,,After O2 build-up,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),622.8771044,12.93236046,D1 Counterpress,3,,,After O2 build-up,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),705.0428413,12.43362625,D1 Counterpress,4,,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),1323.016131,16.06583346,D1 Counterpress,5,,,After O2 build-up,Direct to O3/O4 OFF Transit,Successful,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),1550.75236,19.226812,D1 Counterpress,6,,,After O2 build-up,Establishing Pressing,Neutral,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),1596.018661,14.16510617,D1 Counterpress,7,,,After O2 build-up,Establishing Pressing,Neutral,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),1718.918559,19.86871646,D1 Counterpress,8,,,After O3/O4,Establishing Pressing,Neutral,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),1987.053895,13.20077217,D1 Counterpress,9,,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),2122.188908,24.29931754,D1 Counterpress,10,,,After O3/O4,Direct to O3/O4 OFF Transit,Successful,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),2270.824934,12.19861683,D1 Counterpress,11,,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),2923.730862,22.29921896,D1 Counterpress,12,,,After O3/O4,Establishing Pressing,Neutral,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),3126.267545,17.63398679,D1 Counterpress,13,,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,,46 - 60 min,,,
30. FCN-RFC (3-1),3737.471783,11.83299004,D1 Counterpress,14,,,After O2 build-up,"Intercept. -> Estab. (O1, O2, O3)",Successful,,46 - 60 min,,,
30. FCN-RFC (3-1),5520.619273,11.60228379,D1 Counterpress,15,,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),409.9750079,24.76786608,D2 Finding Balance,1,,,After Ball Loss,Establishing Pressing,Neutral,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),2341.792619,13.96671333,D2 Finding Balance,2,,,D3 High Press on Opp. Half,D4 Chance,Unsuccessful,1st Half,31 - 45 min,,,
30. FCN-RFC (3-1),3423.43522,20.96739633,D2 Finding Balance,3,,,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,,46 - 60 min,,,
30. FCN-RFC (3-1),3982.407731,13.8340805,D2 Finding Balance,4,,,After Ball Loss,Direct to O3/O4 OFF Transit,Successful,,61 - 75 min,,,
30. FCN-RFC (3-1),5933.858254,17.93112654,D2 Finding Balance,5,,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,2nd Half,76 - 90 min,,,
30. FCN-RFC (3-1),2107.9028,66.70523686,Goal FCN,1,,,Established Play,Open Chance,Successful,1st Half,31 - 45 min,,**1-0 goal.,New Flag
30. FCN-RFC (3-1),4496.122465,215.5451143,Goal FCN,2,,,Established Play,,,,61 - 75 min,,**2-1 (PK),New Flag
30. FCN-RFC (3-1),5218.174298,34.30942251,Goal FCN,3,,,Transition,,,2nd Half,76 - 90 min,,y,New Flag
30. FCN-RFC (3-1),2330.250943,163.1075778,Goal OPP,1,,,Penalty (->Established),,,1st Half,31 - 45 min,,"**PK for them, after long ball.",New Flag
30. FCN-RFC (3-1),557.2062215,24.46813387,off corner,1,,,,,,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),4448.744855,17,off corner,2,,,,,,,61 - 75 min,,,
30. FCN-RFC (3-1),312.0396029,17,off free kick,1,,,,,,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),1186.615261,17,off free kick,2,,,,,,1st Half,16 - 30 min,,,
30. FCN-RFC (3-1),3884.505223,17,off free kick,3,,,,,,,46 - 60 min,,,
30. FCN-RFC (3-1),369.2406967,17,def throw,1,,,,,,1st Half,0 - 15 min,,,
30. FCN-RFC (3-1),3476.603092,17,def corner,1,,,,,,,46 - 60 min,,,
30. FCN-RFC (3-1),3667.605959,17,def corner,2,,,,,,,46 - 60 min,,,
30. FCN-RFC (3-1),0,3004.648091,KO,1,,,,,,1st Half,,,,
30. FCN-RFC (3-1),3004.648333,3038.445003,KO,2,,,,,,"2nd Half, 2nd Half",,,,
30. FCN-RFC (3-1),1929.854808,23,Offside review,1,O2 Build Up,,O2 Free Kick,,,1st Half,,,,
30. FCN-RFC (3-1),1973.096499,39.15479289,Bench,1,,,,,,,,,*O3. Godt genpres! Og minder om vores 1. mål,New Flag
